UUID,label,source,div,img,iframe,a,script,external_script,internal_script,form,input,textarea,Tags,No-class Tags,class Tags,Title,Cookies,secure,session,httponly,JSGlobalVar,Requests,Ad-blocked,Malicious,HTTPS,IPv6,Domains,Subdomains,IPs,Countries,Transfer,Size,URL,OutGoingLinks
36af541c-01dd-4ee7-b2fa-f949d8502041,1.0,PT,37.0,2.0,0.0,15.0,0.0,0.0,0.0,1.0,2.0,0.0,117.0,28.0,89.0,Log in to your PayPal account,1,0.0,1.0,0.0,0.0,6,0,0,100,0,2,2,2,2,27,97,https://pp-secure-acc.com/confirm/,0
940a9805-e26d-45c5-a8e0-69217896bd18,1.0,PT,150.0,35.0,0.0,20.0,7.0,5.0,2.0,4.0,22.0,0.0,286.0,99.0,187.0,PerfectCreed,3,0.0,0.0,2.0,25.0,33,0,0,100,100,1,1,1,1,820,1117,https://www.perfect-creed.com/,0
996d8622-c133-4a15-85c2-bae9f10d3564,1.0,PT,150.0,35.0,0.0,20.0,7.0,5.0,2.0,4.0,22.0,0.0,286.0,99.0,187.0,PerfectCreed,3,0.0,0.0,2.0,25.0,33,0,0,100,100,1,1,1,1,820,1117,https://perfect-creed.com/,0
047f6443-5b45-4eda-b3a1-0903408694bc,1.0,PT,29.0,4.0,0.0,2.0,9.0,8.0,1.0,1.0,3.0,0.0,97.0,48.0,49.0,OneDrive | Login,0,,,,7.0,19,0,0,100,71,7,9,8,3,2417,2941,https://konarkhospitals.com/docs/xx/,0
3851139e-a4de-490a-892e-b10a361d9919,1.0,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d1aebf3-8d58-4eea-a61c-8453da83b19f,1.0,PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,,1,0.0,1.0,0.0,0.0,1,0,0,0,0,1,1,1,1,1,0,http://servicemazoneorder.demoparlour.com/secure/resolve-account/a6a243fa58472abf7932/cc352b42004772d3a6752e65c99e8a9b/9e00798d5f5c563036c12b69e9659111/,0
ec6260e5-7d5a-4411-ad8b-79aa3c530134,1.0,PT,14.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,49.0,28.0,21.0,Sign in,0,,,,2.0,10,0,0,100,75,4,4,4,2,1315,1383,https://alealkmim.com.br/imgs/drive/drive/,0
37d97f3a-70fd-4d32-87f3-b45037bce0c7,1.0,PT,25.0,0.0,0.0,5.0,26.0,0.0,26.0,1.0,3.0,0.0,144.0,88.0,56.0,Banco de CÃ³rdoba,1,0.0,1.0,0.0,0.0,5,0,0,0,0,1,1,2,1,6622,9024,http://gradshower.com/wp-content/plugins/Update/bancor/a13823eca0aaca046f27fba623c194aa/,0
64a291ef-a564-475b-b885-26b757e85f06,1.0,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa180baf-9aa2-40e2-87f8-cfba0d46bf9d,1.0,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231d9761-8658-48b7-bbd3-450ab0d0b7df,1.0,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53a68702-386d-42af-8f35-ebea41ec0008,1.0,PT,16.0,7.0,0.0,15.0,3.0,1.0,2.0,2.0,24.0,0.0,150.0,126.0,24.0,ã€æ¥½å¤©ã€‘ãƒ­ã‚°ã‚¤ãƒ³,0,,,,8.0,12,0,0,8,0,2,2,2,2,120,278,http://rakuten.maicdz.com/pc/,9
dade8125-4bd5-4578-94e2-83780d03f998,1.0,PT,142.0,10.0,0.0,28.0,3.0,2.0,1.0,2.0,5.0,0.0,347.0,143.0,204.0,Online Banking,0,,,,4.0,30,0,0,47,33,2,3,4,2,711,763,https://chocolateslacolonia.com/.covidapprove/,9
11b0694c-d2c5-4297-8f65-49b78954d938,1.0,PT,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,Contact Support,,,,,,,,,,,,,,,,,,
1b523e45-eea9-4a13-b46e-b94da1b41eda,1.0,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8da927d-940c-4fdd-9fcf-baae49911b77,1.0,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4b574531-2794-4e4e-a01d-62033ddfc4e2,1.0,PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,,1,0.0,1.0,0.0,0.0,1,0,0,100,0,1,1,1,1,0,0,https://cawqeeqbkywunwsucf.top/,0
0da3efb1-c83e-46d5-ade5-bf490dbd4e04,1.0,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80928e3c-f8d8-4282-8310-0e162957156b,1.0,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d458ac6c-ce98-4963-b116-8bd2a112def0,1.0,PT,36.0,4.0,0.0,12.0,20.0,9.0,11.0,3.0,23.0,0.0,181.0,109.0,72.0,Rabo Internetbankieren - Rabobank,2,0.0,0.0,1.0,108.0,31,0,0,100,50,2,2,2,2,947,2197,https://mijnpasherstel.xyz/2/public/,8
5c46529d-ceef-4ec6-bfc7-19cd333b3107,1.0,PT,25.0,0.0,0.0,5.0,26.0,0.0,26.0,1.0,3.0,0.0,144.0,88.0,56.0,Banco de CÃ³rdoba,0,,,,0.0,5,0,0,100,0,1,1,2,1,4727,9046,https://digidecorator.ir/.well-known/pki-validation/bancor/5e2b43d043af04e1e284adfcc62bb38a/,0
1609a863-a4e0-4b86-92b8-c4749538b086,1.0,PT,45.0,2.0,0.0,5.0,9.0,6.0,3.0,3.0,3.0,0.0,124.0,58.0,66.0,SMS verification,0,,,,61.0,20,0,0,100,50,2,2,2,2,115,361,https://andresjorge.com.mx/wp-content/themes/seminario/swiss-post%20-tracking/manage/sms/,5
a270da6f-31dc-472a-b58b-c78d787d37af,1.0,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7572f41b-0fda-4fb1-b5cc-7cfdd68b1522,1.0,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58bc890e-7fe7-41bb-9c18-2e2f2101fdd2,1.0,PT,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,0.0,Index of /,0,,,,0.0,1,0,0,0,0,1,1,1,1,1,0,http://www.caixa.crie.me/,0
64ef0755-45c7-4e2b-bfb1-a23eaf0bc915,1.0,PT,22.0,7.0,0.0,5.0,19.0,13.0,6.0,1.0,3.0,0.0,247.0,221.0,26.0,Microsoft OneDrive,0,,,,13.0,25,0,0,8,33,3,3,4,2,570,1012,http://rogercorp.org/css/tmp/onedrive-drive/,0
5c0536cf-e067-486e-8483-829785f34037,1.0,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35f9ec49-d59b-4e4f-9b2c-4e51553f1110,1.0,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6fbff52-73c9-4695-9d6c-a481e11dd7fb,1.0,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200f1744-a037-4ab0-a771-dc9ead8c485c,1.0,PT,,,,,,,,,,,,,,,0,,,,0.0,1,0,0,100,0,1,1,1,1,0,0,https://apple.com.submit-user.services/,0
f6e60928-a282-4dfe-a304-ba09e37d8f3f,1.0,PT,13.0,2.0,0.0,6.0,3.0,3.0,0.0,1.0,2.0,0.0,56.0,39.0,17.0,Webmail Login,2,0.0,0.0,0.0,3.0,13,0,0,100,67,5,6,6,3,160,576,https://omcronenergy.com/w/e/b/m/a/i/l/?X1=acluck@prepaidlegal.com,0
eec173de-a1fe-4b26-8705-6ee32773d693,1.0,PT,25.0,0.0,0.0,5.0,26.0,0.0,26.0,1.0,3.0,0.0,144.0,88.0,56.0,Banco de CÃ³rdoba,0,,,,0.0,5,0,0,100,0,1,1,2,1,4727,9046,https://digidecorator.ir/.well-known/pki-validation/bancor/91a88591ebf14000859adf5d0877b5bc/,0
a85b51bc-00ea-432c-b8a5-415121f998c6,1.0,PT,,,,,,,,,,,,,,,0,,,,0.0,1,0,0,0,0,1,1,1,1,0,0,http://welcometosouthernmd.com/wp-includes/images/smilies/dropbox.com/file/drop/a65fb3f21d0f65d6ebf461be95c13fe7/,0
af7f5d00-4fbe-421b-a8a9-aed62414c31b,1.0,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e782260b-caae-45c1-9b1f-7395a9644fb2,1.0,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58ffbb9b-3f35-45c7-9731-ef26613b962b,1.0,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
de18c79a-1f18-4839-87d2-e19aadb59de4,1.0,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8a29064f-dd07-4f78-99b9-fd9e20f721aa,1.0,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57c320c8-f883-453f-a249-93556bdbb8f6,1.0,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
056ad39b-4890-40e5-b1e9-880263b7024a,1.0,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90165bdb-15d0-41a0-b66e-ef2d0d07d02a,1.0,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6f7ee518-00f6-44e3-9c03-148ba0fb0728,1.0,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83ae1aba-b1a6-4ff0-9ce6-f44b30974d33,1.0,PT,15.0,1.0,0.0,0.0,8.0,8.0,0.0,1.0,3.0,0.0,47.0,21.0,26.0,Bancomer PrintShop,0,,,,10.0,28,0,0,93,0,1,1,2,1,642,635,https://bancomer.businesscards.com.mx/,0
46e17f5e-ed9a-46c4-bae8-fde97ee1ee66,1.0,PT,15.0,1.0,0.0,0.0,8.0,8.0,0.0,1.0,3.0,0.0,47.0,21.0,26.0,Bancomer PrintShop,0,,,,10.0,28,0,0,0,0,1,1,2,1,642,663,http://bancomer.businesscards.com.mx/,0
a837da80-b3b5-4c02-8034-04d220f7fd4e,1.0,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8db61910-0031-49d0-bd13-b58ed4cd8066,1.0,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e8b8027d-d9f3-4900-9df5-e45fc5caa1fe,1.0,PT,17.0,0.0,0.0,8.0,4.0,3.0,1.0,1.0,12.0,0.0,192.0,109.0,83.0,Sign In to LinkedIn,0,,,,11.0,7,0,0,43,50,2,2,2,1,94,514,http://buylionkingtickets.com/user1/linkedin.com/LinkedIn/,0
119526a2-a3ec-4b67-ba97-254f68d73ff9,1.0,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28f26e59-719e-4e72-ba2b-4ddcae7e6b02,1.0,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
077b856d-e4e2-48a8-9fdd-df79e1e793c5,1.0,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a029b621-16d2-4395-9660-c1137d63edd0,1.0,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4123f83c-6987-437c-b4bb-50eb747ec61b,1.0,PT,30.0,5.0,0.0,3.0,9.0,8.0,1.0,1.0,3.0,0.0,103.0,51.0,52.0,OneDrive | Login,0,,,,7.0,20,0,0,100,71,7,9,8,3,2437,2963,https://warbysports.com/1/onedrive-RD38/onedrive-RD38/,0
39371230-df1e-45a8-a59d-19bd925eb949,1.0,PT,25.0,0.0,0.0,5.0,26.0,0.0,26.0,1.0,3.0,0.0,144.0,88.0,56.0,Banco de CÃ³rdoba,1,0.0,1.0,0.0,0.0,5,0,0,0,0,1,1,2,1,6643,9046,http://gradshower.com/wp-content/plugins/Update/bancor/98f4bdfa854dd48802276c2feeca5462/,0
f5b99d05-2f61-405f-9bda-f453bda04658,1.0,PT,1471.0,62.0,0.0,128.0,37.0,33.0,4.0,3.0,8.0,0.0,2483.0,419.0,2064.0,The Trump Organization (@Trump) / Twitter,0,,,,16.0,109,0,0,100,38,6,10,7,3,4142,7260,http://inx.lv/QKbH,12
d6428322-9f5a-45be-9857-d45fb6d07e05,1.0,PT,29.0,4.0,0.0,2.0,9.0,8.0,1.0,1.0,3.0,0.0,97.0,48.0,49.0,OneDrive | Login,0,,,,7.0,19,0,0,58,71,7,9,8,3,2410,2941,http://limagramas.com.br/lexie/grandalen/,0
606d260a-0456-48b2-8906-c81bc958d6bd,1.0,PT,6.0,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,22.0,22.0,0.0,One Drive - Select Option,0,,,,1.0,4,0,0,0,0,1,1,1,1,158,159,http://ccn2.vn/onedrive/7ea5ee12652029a94a0542dfd8fb9ff3/,0
e43d8234-872f-41a9-be78-bd8b2d867f1e,1.0,PT,9.0,1.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,26.0,13.0,13.0,One Drive,0,,,,4.0,13,0,0,31,80,5,5,5,3,415,497,http://megatronic.co.ke/wp-content/plugins/ubh/DRIVEONEPMT/FBG/,0
257a626a-cd0d-48a3-9d1d-2774efa3896d,1.0,PT,36.0,1.0,0.0,11.0,8.0,3.0,5.0,2.0,11.0,0.0,102.0,39.0,63.0,Amazonã‚µã‚¤ãƒ³ã‚¤ãƒ³,0,,,,8.0,9,0,0,0,0,1,1,1,1,130,444,http://173.82.180.220/pc/,10
ba1ed4ad-c5d1-4e49-9f4d-ed25efdb31e4,1.0,PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,12.0,12.0,0.0,Banking with Citi | Citi.com,0,,,,0.0,4,0,0,100,0,1,1,1,1,1127,1126,https://getrsb.com/citi/citi/,0
b853bee4-ad65-4d5c-8df4-5903e0a003a7,1.0,PT,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,38.0,0.0,Capital One,0,,,,0.0,2,0,0,100,0,1,1,1,1,19,19,https://miccentro.com/capitalonealert/c1/,0
b28605fc-56b4-4a74-8c9c-0e4f51a2364e,1.0,PT,29.0,4.0,0.0,2.0,9.0,8.0,1.0,1.0,3.0,0.0,97.0,48.0,49.0,OneDrive | Login,0,,,,7.0,19,0,0,100,71,7,9,8,3,2416,2941,https://fitnesshouse.uk/solve/rojesr/,0
d32f76d2-7b92-4e8d-8d5d-00f6c1d23ae2,1.0,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0e8fc29d-7120-485e-8c9b-2d835ac8768b,1.0,PT,9.0,0.0,1.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,25.0,16.0,9.0,Rf.gd,0,,,,15.0,12,0,0,33,60,5,5,5,2,187,294,http://promocaoameric4anas.rf.gd/MeusProdutos/Prefetch.php?skullid=130175298&i=1,0
36d0b1e9-554c-40fc-bbbf-9044c00f40e0,1.0,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f63c0634-8192-4a01-a5da-99ad103be882,1.0,PT,2.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,17.0,3.0,Site not found Â· GitHub Pages,0,,,,0.0,1,0,0,100,0,1,1,2,1,5,14,https://microsoft-update.github.io/hotmail/,3
aa75e0ba-174b-4721-a434-62fff48e63a8,1.0,PT,81.0,4.0,0.0,4.0,5.0,1.0,4.0,1.0,8.0,0.0,146.0,55.0,91.0,Secure your E-mail ,3,2.0,0.0,1.0,19.0,19,0,0,100,100,4,7,7,1,676,1666,https://docs.google.com/forms/d/e/1FAIpQLSdqEv1q4v6Sd97IfNeIYObw7ec1F59VDoxRBwSMIopVm0KiSg/viewform,3
79ccdcd7-ca6a-4b79-8f63-02b41975e01a,1.0,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35ae393f-d7b2-4381-80d3-d65b42054736,1.0,PT,26.0,3.0,0.0,11.0,3.0,1.0,2.0,1.0,5.0,0.0,83.0,37.0,46.0,Sign In,0,,,,6.0,12,0,0,100,0,1,1,1,1,1240,1238,https://anotherpampered.com/interac/banks/Meridian/,0
eaeb810b-15d0-4e0e-aa28-53103d739df6,1.0,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98f9f6bc-659b-4f14-aaf7-ff3b1b319c07,1.0,PT,45.0,13.0,13.0,17.0,112.0,52.0,60.0,1.0,13.0,0.0,269.0,233.0,36.0,Sign in to XFINITY,0,,,,99.0,88,0,0,73,18,11,23,18,8,372,1058,https://conecom.es/wp-includes/comsx7/,13
87ada938-477d-4fa1-9825-0b28301cfcea,1.0,PT,109.0,19.0,0.0,50.0,9.0,6.0,3.0,1.0,7.0,0.0,307.0,153.0,154.0,Se connecter | Desjardins,0,,,,117.0,39,0,0,100,0,2,2,2,2,777,769,https://anotherpampered.com/interac/banks/Desjardins/,0
3ad491b3-dc58-4b6b-8636-97a978e3bf54,1.0,PT,13.0,3.0,0.0,6.0,8.0,7.0,1.0,1.0,2.0,0.0,66.0,40.0,26.0,Sign in,0,,,,7.0,15,0,0,67,71,7,8,7,3,451,840,http://hroudmutaezle.com/error_log.cgi/,0
716bc97a-858e-427f-a8a6-d6b9a02013fb,1.0,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e05b499d-e40f-426b-9645-c0e822844d33,1.0,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0f4d6488-899c-4618-bf36-141b4c2ce1e7,1.0,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0e55ab06-1988-4400-b2bf-708c980b9ab9,1.0,PT,10.0,8.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,26.0,32.0,"(1) New File | Secure File Sharing, Storage and Collaboration",1,0.0,1.0,0.0,0.0,17,0,0,94,75,4,4,4,4,282,457,https://aleandroreis.adv.br/securefile/,0
0956b7f9-56c8-46a6-b2f9-0582864a81e2,1.0,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bcebb3ff-15bd-425a-9ebf-2754a561f2b5,1.0,PT,71.0,9.0,0.0,43.0,3.0,0.0,3.0,1.0,3.0,0.0,241.0,159.0,82.0,Log on to Online Banking: Username | HSBC,1,0.0,1.0,0.0,4.0,38,0,0,100,0,1,1,1,1,172,342,https://payeefailures.co.uk/hsbc/,0
b903a5ba-24a1-4aaf-a85e-c2c7e71d28c9,1.0,PT,27.0,24.0,0.0,19.0,10.0,8.0,2.0,0.0,0.0,0.0,132.0,106.0,26.0,"Casa da Lua Pousada, Alto ParaÃ­so de Goias",0,,,,3.0,40,0,0,0,0,1,1,1,1,3823,3812,http://gardendesignarchitecture.com/,5
65442f2b-62a9-48c0-894f-c21b70ac06e6,1.0,PT,16.0,0.0,0.0,5.0,2.0,1.0,1.0,1.0,2.0,0.0,51.0,27.0,24.0,Log in to your PayPal Account,1,0.0,1.0,0.0,2.0,4,0,0,0,0,1,1,1,1,110,109,http://www.fbfaba.com/provide-us_multiple-choices/Support/ID-NUMB146/myaccount/signin/,0
3873ef39-8d8e-494a-ac61-4f0d402b95ef,1.0,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712e843c-4eb2-40cb-b96c-a0ae664e0562,1.0,PT,16.0,0.0,0.0,5.0,2.0,2.0,0.0,1.0,2.0,0.0,51.0,27.0,24.0,Log in to your PayPal Account,1,0.0,1.0,0.0,2.0,5,0,0,20,0,2,2,2,2,49,118,http://webpostmedia.com/Autokeep/Confirm/websc_signin/,0
a2f3f32c-c89a-40e5-9a47-adbd660f64dd,1.0,PT,50.0,2.0,0.0,8.0,2.0,0.0,2.0,1.0,5.0,0.0,125.0,65.0,60.0,Scotiabank-BankingWeb,0,,,,1.0,10,0,0,100,50,2,2,2,2,296,294,https://anotherpampered.com/interac/banks/sco/,4
9df7122b-1b5d-44a9-8817-f9abfcf9d0dc,1.0,PT,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,0.0,Index of /wp-admin/file/PDF/form,0,,,,0.0,1,0,0,100,0,1,1,1,1,1,1,https://allinevents.in/wp-admin/file/PDF/form/,0
68784979-f123-442a-a8c4-446d1da22035,1.0,PT,9.0,1.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,26.0,13.0,13.0,One Drive,0,,,,4.0,13,0,0,31,80,5,5,5,3,415,497,http://akob.org/PPP/WEALTHSOLUTIONS/,0
15647cb9-a388-43f2-b6a0-77612f2d9cf8,1.0,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
