UUID,label,source,Requests,Ad-blocked,Malicious,HTTPS,IPv6,Domains,Subdomains,IPs,Countries,Transfer,Size,Cookies,URL,OutGoingLinks,JSGlobalVar,secure,session,httponly,session & httponly,div,img,iframe,a,script,external_script,internal_script,form,input,textarea,Tags,No-class Tags,class Tags,Title,sensitive
7524a205-f992-46f3-92a1-8076cdb747f4,0.0,CC,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,http://118.107.35.124/robots.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,,0.0
acd83dc5-5a3c-4a2a-830e-11180d194809,0.0,CC,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,http://118.107.35.124/robots.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,,0.0
a820f834-b3fd-48f1-af3e-5006fd3ad8b0,0.0,CC,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,http://118.107.35.124/robots.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,,0.0
9760a8be-43d9-4d05-b4a6-8c884985f15a,0.0,CC,62.0,0.0,0.0,18.0,56.0,8.0,9.0,9.0,3.0,984.0,1725.0,0.0,http://63.250.38.124/,2.0,32.0,0.0,0.0,0.0,0.0,106.0,32.0,1.0,16.0,15.0,10.0,5.0,1.0,2.0,0.0,422.0,121.0,301.0,DewaPokerQQ: Situs Judi DominoQQ | BandarQ Online Indonesia,0.0
c09ad755-3a2a-49f1-a5c6-54ac594305ab,0.0,CC,62.0,0.0,0.0,18.0,56.0,8.0,9.0,9.0,4.0,984.0,1725.0,4.0,http://63.250.38.124/robots.txt,2.0,32.0,1.0,0.0,1.0,0.0,106.0,32.0,1.0,16.0,15.0,10.0,5.0,1.0,2.0,0.0,422.0,121.0,301.0,DewaPokerQQ: Situs Judi DominoQQ | BandarQ Online Indonesia,0.0
13e43347-1e6c-40ad-9769-afe5bfa3a407,0.0,CC,31.0,0.0,0.0,32.0,60.0,4.0,4.0,5.0,2.0,1242.0,1739.0,0.0,http://174.138.39.124/error,9.0,6.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,11.0,8.0,6.0,2.0,0.0,0.0,0.0,58.0,27.0,31.0,Error 404,0.0
79c46ee9-3726-41ba-b039-513087654576,0.0,CC,41.0,0.0,0.0,24.0,60.0,4.0,4.0,5.0,2.0,1651.0,2147.0,1.0,http://174.138.39.124/login,9.0,6.0,0.0,1.0,0.0,0.0,21.0,3.0,0.0,13.0,10.0,7.0,3.0,1.0,2.0,0.0,82.0,35.0,47.0,Login,1.0
ebe1c7b6-7d0b-4791-88e9-42d8b60ae02b,0.0,CC,31.0,0.0,0.0,32.0,60.0,4.0,4.0,5.0,2.0,1241.0,1739.0,1.0,http://174.138.39.124/robots.txt,9.0,6.0,0.0,1.0,0.0,0.0,13.0,1.0,0.0,11.0,8.0,6.0,2.0,0.0,0.0,0.0,58.0,27.0,31.0,Error 404,0.0
3c5ac9dc-a2dd-477a-8cd8-0159e2c5718d,0.0,CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56fed480-1dcf-49f6-9b5e-6cec03720a48,0.0,CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b64e0a7d-82a0-4519-97c2-66bff8a58148,0.0,CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26e9e986-0ecf-4da8-ac0e-6b223144d10a,0.0,CC,21.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1911.0,2102.0,0.0,http://120.79.42.124:8087/login/Login.jsp?logintype=1&tdsourcetag=s_pcqq_aiomsg,0.0,76.0,0.0,0.0,0.0,0.0,338.0,7.0,0.0,0.0,18.0,10.0,8.0,1.0,16.0,0.0,416.0,379.0,37.0,æ™¯å›­é›†å›¢ï½œååŒåŠžå…¬ç³»ç»Ÿ,1.0
a6e47e4a-761b-4389-9d2b-6ed186c74679,0.0,CC,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,8.0,7.0,1.0,http://120.79.42.124:8087/robots.txt,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,,0.0
e6955481-f9bf-4728-823f-8694b74c12ca,0.0,CC,16.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,775.0,768.0,1.0,http://186.46.43.124:8080/e-voucher/,0.0,6.0,0.0,1.0,0.0,0.0,18.0,3.0,0.0,1.0,4.0,4.0,0.0,3.0,10.0,0.0,60.0,37.0,23.0,E-voucher :::,1.0
97984d8e-64d4-4c57-92c8-440c81f927fc,0.0,CC,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,http://186.46.43.124:8080/robots.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,Error,0.0
386994dc-13a2-4c5b-a557-ecb9ea843b91,0.0,CC,31.0,0.0,0.0,3.0,60.0,5.0,5.0,6.0,2.0,3207.0,5390.0,4.0,http://159.203.45.124/fr/accueil,4.0,120.0,0.0,1.0,1.0,1.0,16.0,0.0,0.0,10.0,13.0,6.0,7.0,0.0,0.0,0.0,147.0,113.0,34.0,Home - La Shop Studios,0.0
