UUID,label,source,Requests,Ad-blocked,Malicious,HTTPS,IPv6,Domains,Subdomains,IPs,Countries,Transfer,Size,Cookies,URL,OutGoingLinks,JSGlobalVar,secure,session,httponly,session & httponly,div,img,iframe,a,script,external_script,internal_script,form,input,textarea,Tags,No-class Tags,class Tags,Title,sensitive
4d7006fb-b90f-4e8b-8f42-9e276432938e,0.0,CC,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,http://209.59.170.135/cara-download-dan-instal-aplikasi-pkv-games/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,404 Not Found,0.0
2d0da22a-ddd2-48fe-bb93-9eeb470f86a2,0.0,CC,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,http://209.59.170.135/cara-mudah-login-pkv-games/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,404 Not Found,0.0
9bb7e976-4cb8-4229-92aa-b4f4134d7948,0.0,CC,18.0,0.0,0.0,17.0,67.0,3.0,3.0,3.0,2.0,204.0,286.0,3.0,http://209.59.170.135/championqq/,1.0,9.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0,8.0,4.0,2.0,2.0,0.0,0.0,0.0,88.0,68.0,20.0,Championqq:Daftar & Login serta link agen championqq,0.0
5b2f93af-510e-48d5-90d6-7fa17fa325ff,0.0,CC,18.0,0.0,0.0,17.0,67.0,3.0,3.0,3.0,2.0,207.0,289.0,3.0,http://209.59.170.135/dapatqq/,1.0,9.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0,8.0,4.0,2.0,2.0,0.0,0.0,0.0,87.0,67.0,20.0,Dapatqq:Daftar & Login serta link agen dapatqq,0.0
366b1bfb-cd00-42af-999e-03c1e83d2f0a,0.0,CC,18.0,0.0,0.0,17.0,67.0,3.0,3.0,3.0,2.0,189.0,271.0,3.0,http://209.59.170.135/domino228/,1.0,9.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0,8.0,4.0,2.0,2.0,0.0,0.0,0.0,87.0,67.0,20.0,Domino228:Daftar & Login serta link agen domino228,0.0
9e51163b-9f62-483d-8e79-679d24759b12,0.0,CC,15.0,0.0,0.0,20.0,67.0,3.0,3.0,3.0,2.0,181.0,553.0,3.0,http://209.59.170.135/downloadpkvgames.html,2.0,17.0,0.0,0.0,0.0,0.0,14.0,3.0,0.0,13.0,8.0,6.0,2.0,0.0,0.0,0.0,113.0,85.0,28.0,Pkv games | download pkv games | situs pkv games,0.0
c1e8e4ef-5553-4d71-96a9-8f14f37093f7,0.0,CC,18.0,0.0,0.0,17.0,67.0,3.0,3.0,3.0,2.0,193.0,275.0,3.0,http://209.59.170.135/garenaqq/,1.0,9.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0,8.0,4.0,2.0,2.0,0.0,0.0,0.0,88.0,68.0,20.0,Garenaqq:Daftar & Login serta link agen garenaqq,0.0
678ee055-b7ee-4050-8fda-9f8978325df3,0.0,CC,18.0,0.0,0.0,17.0,67.0,3.0,3.0,3.0,2.0,185.0,267.0,3.0,http://209.59.170.135/indoqq/,1.0,9.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0,8.0,4.0,2.0,2.0,0.0,0.0,0.0,88.0,68.0,20.0,Indoqq:Daftar & Login serta link agen indoqq,0.0
26543de1-8f6e-4700-acb5-c5205fc29ad6,0.0,CC,18.0,0.0,0.0,17.0,67.0,3.0,3.0,3.0,2.0,200.0,281.0,3.0,http://209.59.170.135/jasapoker/,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
4b6f83b0-b334-43ef-af68-bedf7a7dbb78,0.0,CC,18.0,0.0,0.0,17.0,67.0,3.0,3.0,3.0,2.0,183.0,265.0,3.0,http://209.59.170.135/joinpkv/,1.0,9.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0,8.0,4.0,2.0,2.0,0.0,0.0,0.0,87.0,67.0,20.0,Joinpkv:Daftar & Login serta link agen joinpkv,0.0
