UUID,label,source,Requests,Ad-blocked,Malicious,HTTPS,IPv6,Domains,Subdomains,IPs,Countries,Transfer,Size,Cookies,URL,OutGoingLinks,JSGlobalVar,secure,session,httponly,session & httponly,div,img,iframe,a,script,external_script,internal_script,form,input,textarea,Tags,No-class Tags,class Tags,Title,sensitive
8823d683-ace4-4de2-b03f-d1a95cd6d14e,0.0,CC,75.0,0.0,0.0,5.0,57.0,7.0,8.0,8.0,4.0,463.0,1402.0,0.0,http://94.237.69.126/video-tag/Cosplay/,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
a4364500-9533-40e7-a9f7-9f2d18284fe1,0.0,CC,81.0,0.0,0.0,10.0,40.0,9.0,10.0,11.0,4.0,2035.0,2957.0,0.0,http://94.237.69.126/video-tag/hot/,11.0,75.0,0.0,0.0,0.0,0.0,171.0,76.0,0.0,174.0,38.0,27.0,11.0,1.0,1.0,0.0,922.0,370.0,552.0,Nonton Bokep Indonesia Terbaru 2019 - nontonbokepo.co,0.0
66d059e1-b556-4602-8106-710af8dbe989,0.0,CC,81.0,0.0,0.0,10.0,40.0,9.0,10.0,11.0,4.0,2035.0,2957.0,3.0,http://94.237.69.126/video-tag/Indonesian/,11.0,70.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
5c457d34-7a6f-42be-9e36-4e5a0876c48d,0.0,CC,81.0,0.0,0.0,10.0,40.0,9.0,10.0,11.0,4.0,2035.0,2957.0,0.0,http://94.237.69.126/video-tag/teen/,11.0,75.0,0.0,0.0,0.0,0.0,171.0,76.0,0.0,174.0,38.0,27.0,11.0,1.0,1.0,0.0,922.0,370.0,552.0,Nonton Bokep Indonesia Terbaru 2019 - nontonbokepo.co,0.0
19e92472-8795-449d-8e6b-f64935a400f5,0.0,CC,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,http://216.119.73.126/robots.txt,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,31.0,0.0,The page cannot be found,0.0
b596b1b3-6922-4db8-9fcc-ce03e0724c4d,0.0,CC,123.0,0.0,0.0,22.0,81.0,12.0,18.0,16.0,5.0,3513.0,4024.0,0.0,http://216.119.73.126/sgnnews47_19/video1.cfm,52.0,400.0,0.0,0.0,0.0,0.0,56.0,99.0,8.0,90.0,33.0,21.0,12.0,3.0,8.0,0.0,1072.0,940.0,132.0,"SGN - Seattle Gay News - Video  -    - Friday, May 10, 2019 - Volume 47 Issue 19
",1.0
f17724f8-ccd9-448c-ae32-2e7086e52831,0.0,CC,121.0,0.0,0.0,21.0,79.0,11.0,17.0,14.0,5.0,3511.0,4024.0,0.0,http://216.119.73.126/sgnnews47_19/video2.cfm,51.0,399.0,0.0,0.0,0.0,0.0,55.0,99.0,7.0,89.0,33.0,21.0,12.0,3.0,8.0,0.0,1069.0,935.0,134.0,"SGN - Seattle Gay News - Video  -    - Friday, May 10, 2019 - Volume 47 Issue 19
",1.0
da894c44-670f-4c54-82c7-51903de1119a,0.0,CC,121.0,0.0,0.0,21.0,79.0,11.0,17.0,14.0,5.0,3511.0,4024.0,0.0,http://216.119.73.126/sgnnews47_19/video3.cfm,51.0,399.0,0.0,0.0,0.0,0.0,55.0,99.0,7.0,89.0,33.0,21.0,12.0,3.0,8.0,0.0,1069.0,935.0,134.0,"SGN - Seattle Gay News - Video  -    - Friday, May 10, 2019 - Volume 47 Issue 19
",1.0
263d9be6-3687-42b4-af51-364f4bc01c61,0.0,CC,122.0,0.0,0.0,20.0,77.0,12.0,16.0,14.0,4.0,3511.0,4024.0,1.0,http://216.119.73.126/sgnnews47_19/video4.cfm,51.0,399.0,1.0,0.0,0.0,0.0,55.0,99.0,8.0,89.0,33.0,21.0,12.0,3.0,8.0,0.0,1070.0,936.0,134.0,"SGN - Seattle Gay News - Video  -    - Friday, May 10, 2019 - Volume 47 Issue 19
",1.0
89751b90-1fb7-4fd3-83bb-921f1ccb715d,0.0,CC,131.0,0.0,0.0,19.0,75.0,12.0,16.0,13.0,4.0,4522.0,5032.0,0.0,http://216.119.73.126/sgnnews47_40/video1.cfm,55.0,404.0,0.0,0.0,0.0,0.0,54.0,103.0,8.0,94.0,33.0,21.0,12.0,3.0,8.0,0.0,1076.0,940.0,136.0,"SGN - Seattle Gay News - Video  -    - Friday, October 4, 2019 - Volume 47 Issue 40
",1.0
d88bce80-d3c3-4cfe-814c-968f528d0916,0.0,CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868437e9-1fd1-48b3-9521-04d1b6ac26cb,0.0,CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716a841f-94fe-4f3a-8ded-82df36cbfb0c,0.0,CC,128.0,0.0,0.0,18.0,83.0,12.0,18.0,17.0,5.0,4524.0,5032.0,0.0,http://216.119.73.126/sgnnews47_40/video4.cfm,55.0,404.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
4eacc63a-e950-450d-ab48-c27058139e64,0.0,CC,124.0,0.0,0.0,15.0,77.0,11.0,16.0,13.0,5.0,1333.0,1944.0,0.0,http://216.119.73.126/sgnnews48_21/video1.cfm,50.0,400.0,0.0,0.0,0.0,0.0,54.0,103.0,6.0,91.0,32.0,20.0,12.0,3.0,8.0,0.0,1071.0,930.0,141.0,"SGN - Seattle Gay News - Video  -    - Friday, May 22, 2020 - Volume 48 Issue 21
",1.0
2396cc4d-3196-4c1f-b94f-256a9bf8d6cf,0.0,CC,124.0,0.0,0.0,15.0,77.0,11.0,16.0,13.0,5.0,1018.0,1516.0,0.0,http://216.119.73.126/sgnnews48_21/video2.cfm,50.0,400.0,0.0,0.0,0.0,0.0,54.0,103.0,6.0,91.0,32.0,20.0,12.0,3.0,8.0,0.0,1073.0,930.0,143.0,"SGN - Seattle Gay News - Video  -    - Friday, May 22, 2020 - Volume 48 Issue 21
",1.0
7dcf5b6a-faee-408b-b16f-71c4e1208259,0.0,CC,102.0,0.0,0.0,0.0,60.0,5.0,5.0,6.0,3.0,730.0,787.0,0.0,http://216.119.73.126/sgnnews48_21/video3.cfm,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
71353faa-1297-4bfe-97dd-e3b4990da901,0.0,CC,127.0,0.0,0.0,17.0,79.0,11.0,17.0,14.0,5.0,4130.0,4639.0,0.0,http://216.119.73.126/sgnnews48_21/video4.cfm,50.0,404.0,0.0,0.0,0.0,0.0,54.0,103.0,4.0,91.0,33.0,21.0,12.0,3.0,8.0,0.0,1075.0,931.0,144.0,"SGN - Seattle Gay News - Video  -    - Friday, May 22, 2020 - Volume 48 Issue 21
",1.0
6fad8b4a-fe39-475e-a681-8d576209a668,0.0,CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22179313-c81b-4cd2-83be-418853e48cc7,0.0,CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94945e34-8432-406e-b7db-945eef597227,0.0,CC,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,http://187.102.78.126:5656/robots.txt,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,1.0,404 - Arquivo ou diretÃ³rio nÃ£o encontrado.,0.0
871c20fa-a0de-42e3-bf6c-f6391946f3d9,0.0,CC,44.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,854.0,1505.0,1.0,http://187.102.78.126:5656/transparencia/,0.0,816.0,0.0,1.0,1.0,1.0,40.0,7.0,1.0,78.0,31.0,17.0,14.0,1.0,28.0,0.0,421.0,265.0,156.0,"
	SCPI 9.0 - TransparÃªncia
",1.0
c1091bf4-1148-4401-92bc-b5b1ce3c0f70,0.0,CC,,,,,,,,,,,,,,,,,,,,19.0,8.0,0.0,1.0,6.0,4.0,2.0,0.0,0.0,0.0,49.0,33.0,16.0,,0.0
3af56b58-0a20-43c0-acb4-699adff0bcbf,0.0,CC,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,http://162.208.8.126/robots.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,,0.0
be0aa186-17c7-4129-9aec-ca7fc67a2b53,0.0,CC,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,http://168.235.80.126/naranja,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
c44a60f3-2b5b-47f9-83d4-08d88984ba2d,0.0,CC,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,404.0,0.0,http://168.235.80.126/naranja.opus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,,0.0
6f63936c-8f39-4f4b-9ec8-cada0a449a9a,0.0,CC,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,http://168.235.80.126/robots.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,Error 404,0.0
4c58bda1-fe0e-48ef-8bb8-4154fa612f89,0.0,CC,67.0,0.0,0.0,28.0,8.0,12.0,15.0,14.0,3.0,4646.0,4823.0,0.0,http://107.163.83.126/,9.0,21.0,0.0,0.0,0.0,0.0,31.0,41.0,0.0,144.0,26.0,23.0,3.0,1.0,1.0,0.0,502.0,470.0,32.0,ä¸­æ–‡å­—å¹•å›½äº§açº¿åœ¨çº¿è§†é¢‘ï¼Œäººå¦»ç†Ÿå¥³æœ‰ç  ä¸­æ–‡ï¼Œä¸­æ–‡å­—å¹•åˆ¶æœäºšæ´²å¦ç±»,0.0
26a08b34-cedb-4e01-94fb-4e00f22d62df,0.0,CC,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,http://107.163.83.126/robots.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,,0.0
a27fcd3e-fed1-48c0-a5d7-1b483e1e0e19,0.0,CC,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,http://67.52.84.126:8000/robots.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,,0.0
d4ff1a98-6e8b-42ba-a1a7-e9ef62b87f95,0.0,CC,153.0,0.0,0.0,10.0,89.0,9.0,9.0,9.0,3.0,3095.0,6515.0,0.0,http://54.86.85.126/,25.0,395.0,0.0,0.0,0.0,0.0,640.0,9.0,10.0,77.0,95.0,82.0,13.0,1.0,5.0,1.0,1684.0,694.0,990.0,Sohyun Ahn | Pianist,1.0
689cb3fb-99f1-4d28-b6fb-23f7c598d560,0.0,CC,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,http://54.86.85.126/robots.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,,0.0
ed837c90-41ed-488d-87f1-23c20a88b2aa,0.0,CC,60.0,0.0,0.0,8.0,80.0,3.0,3.0,5.0,2.0,3402.0,3437.0,0.0,http://212.48.89.126/gtinkler.com/,3.0,79.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
65923801-d270-4368-9bd1-ef6687c953fc,0.0,CC,43.0,0.0,0.0,7.0,80.0,3.0,3.0,5.0,2.0,2745.0,2761.0,0.0,http://212.48.89.126/gtinkler.com/contact-us/,1.0,74.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1cc5c934-887e-4fb5-a72b-82ca8ff2eec1,0.0,CC,46.0,0.0,0.0,7.0,80.0,3.0,3.0,5.0,2.0,4021.0,4050.0,0.0,http://212.48.89.126/gtinkler.com/our-services/,1.0,74.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
93adae47-e698-4685-b813-ed009e39b7e6,0.0,CC,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,http://212.48.89.126/robots.txt/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,404 Not Found,0.0
51827819-2bed-4717-b21f-13ac42df95a0,0.0,CC,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,http://212.48.89.126/robots.txt/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,404 Not Found,0.0
c54fe868-5d02-4254-89dd-11a069094a46,0.0,CC,33.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,930.0,931.0,2.0,http://137.122.9.126/,2.0,14.0,0.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
99a278c7-6e44-46c0-a0fb-9f22eed9fdf5,0.0,CC,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,http://137.122.9.126/robots.txt,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
ca842621-e32b-4e7b-aec2-12c1ae0855e7,0.0,CC,3.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,200.0,199.0,0.0,http://59.124.90.126:82/,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,141.0,0.0,å°ä¸–ç•Œå¼¹å¼¹å ‚-ä»Šæ—¥æ–°å¼€ä¸ƒæœˆæ–°åŒº,0.0
a017b580-5dc0-42f9-9711-54506dac3bd1,0.0,CC,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,http://59.124.90.126:82/robots.txt,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
ec7e63b1-6592-40fe-ae2d-aa8df8358806,0.0,CC,27.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,426.0,420.0,0.0,http://222.134.91.126/,2.0,7.0,0.0,0.0,0.0,0.0,27.0,51.0,0.0,65.0,2.0,1.0,1.0,1.0,4.0,0.0,417.0,315.0,102.0,"
	ç”µå­é‡‡è´­ç³»ç»Ÿ
",1.0
f9b3af4d-7edb-4ad5-bb3c-cb892a6f9f7f,0.0,CC,27.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,378.0,420.0,0.0,http://222.134.91.126/default.aspx,2.0,7.0,0.0,0.0,0.0,0.0,27.0,51.0,0.0,65.0,2.0,1.0,1.0,1.0,4.0,0.0,417.0,315.0,102.0,"
	ç”µå­é‡‡è´­ç³»ç»Ÿ
",1.0
4dbee1c7-b736-482c-bddf-1218b487ff39,0.0,CC,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,http://222.134.91.126/robots.txt,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,1.0,404 - æ‰¾ä¸åˆ°æ–‡ä»¶æˆ–ç›®å½•ã€‚,0.0
23d33e15-1fd3-4262-bfa2-52874cae93da,0.0,CC,17.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,367.0,365.0,0.0,http://222.134.91.126/Supplier/Register_Agreement.aspx?type=1,2.0,1.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0,10.0,1.0,0.0,1.0,1.0,5.0,0.0,317.0,266.0,51.0,"
	ç”µå­é‡‡è´­ç³»ç»Ÿ
",1.0
1ed0d8d9-f91a-4d47-a980-1e0806568a34,0.0,CC,18.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,305.0,304.0,0.0,http://222.134.91.126/View/Copyright.aspx,2.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,14.0,0.0,0.0,0.0,1.0,1.0,0.0,55.0,50.0,5.0,"
	ç”µå­é‡‡è´­ç³»ç»Ÿ-ç‰ˆæƒå£°æ˜Ž
",0.0
cc0ffa93-2eda-4451-a654-5a0b7016fd9e,0.0,CC,18.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,335.0,334.0,0.0,http://222.134.91.126/View/Service.aspx,2.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,14.0,0.0,0.0,0.0,1.0,1.0,0.0,303.0,252.0,51.0,"
	ç”µå­é‡‡è´­ç³»ç»Ÿ-æœåŠ¡æ¡æ¬¾
",0.0
759098b2-6b6c-49dd-9239-2e8cffa5a678,0.0,CC,63.0,0.0,0.0,0.0,50.0,2.0,2.0,2.0,2.0,928.0,1284.0,1.0,http://82.81.99.126/Baldar/Login.aspx?ReturnUrl=%2Fbaldar,0.0,418.0,0.0,1.0,1.0,1.0,28.0,3.0,0.0,2.0,38.0,29.0,9.0,1.0,8.0,0.0,118.0,80.0,38.0,"
	×‘×œ×“×¨ - ×›× ×™×¡×” ×œ×ž×¢×¨×›×ª
",1.0
cdf746e4-fd82-4d00-9159-cf7bf44753ea,0.0,CC,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,http://82.81.99.126/robots.txt,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
29754681-0473-4a7f-a305-c0619506a91a,0.0,CC,69.0,0.0,0.0,78.0,78.0,14.0,18.0,18.0,6.0,1594.0,3329.0,4.0,https://23.239.1.127/about/microsoft-wvd,34.0,66.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
efa443e5-d2c7-4e66-ae1f-0cad26040eb1,0.0,CC,70.0,0.0,0.0,77.0,78.0,14.0,18.0,18.0,6.0,1443.0,3176.0,1.0,https://23.239.1.127/resources/firmware,33.0,66.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1952dcfb-7463-4f16-ac8e-1e659a0f0049,0.0,CC,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,https://23.239.1.127/robots.txt,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
41bad42a-f90b-4dda-a8d8-e3eccfbe996f,0.0,CC,39.0,0.0,0.0,0.0,67.0,3.0,3.0,3.0,2.0,750.0,941.0,0.0,http://153.122.10.127/db/zaitaku,1.0,29.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
628ae685-04c9-4366-b227-f3337c2d005c,0.0,CC,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,http://153.122.10.127/robots.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,,0.0
5e55f840-45a1-4ced-83d4-1b9d797a70d7,0.0,CC,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,http://200.58.103.127/robots.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,404 Not Found,0.0
bf7a2e11-4c19-4534-b9ad-4bc7308b96e0,0.0,CC,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,http://200.58.103.127/ticket/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,404 Not Found,0.0
2e423c60-aee7-41d7-859a-708131af4e43,0.0,CC,8.0,0.0,0.0,88.0,50.0,2.0,2.0,2.0,2.0,260.0,266.0,0.0,http://88.198.109.127/,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,15.0,19.0,SITE,0.0
3c840612-d1c5-4b2c-8d96-e120640aa44a,0.0,CC,8.0,0.0,0.0,88.0,50.0,2.0,2.0,2.0,2.0,260.0,266.0,0.0,http://88.198.109.127/robots.txt,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,15.0,19.0,SITE,0.0
a25ead98-d692-498f-93e4-7e536e91fdd7,0.0,CC,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,3.0,0.0,http://137.59.110.127/RateWeb/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,34.0,0.0,Runtime Error,0.0
6eb28596-33f2-4e80-9b16-f67643338478,0.0,CC,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,http://137.59.110.127/robots.txt,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,1.0,404 - File or directory not found.,0.0
9ef3d695-9dd6-4680-b744-ba9e43d7fe16,0.0,CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08d92055-2952-4cdb-b9d6-984839f9cc8e,0.0,CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bbc99881-5710-4221-938a-a70d58448e7d,0.0,CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
