UUID,label,source,Requests,Ad-blocked,Malicious,HTTPS,IPv6,Domains,Subdomains,IPs,Countries,Transfer,Size,Cookies,URL,OutGoingLinks,JSGlobalVar,secure,session,httponly,session & httponly,div,img,iframe,a,script,external_script,internal_script,form,input,textarea,Tags,No-class Tags,class Tags,Title,sensitive
564749c8-d089-40a9-91d0-99799445e0e9,1.0,OP,37.0,0.0,0.0,14.0,50.0,2.0,2.0,2.0,1.0,658.0,917.0,1.0,https://apps-games092.hillsnamechips.com/,0.0,44.0,0.0,1.0,0.0,0.0,28.0,13.0,1.0,27.0,18.0,15.0,3.0,1.0,8.0,0.0,179.0,127.0,52.0,Bank of Ireland 365 Online | Login - Step 1 of 2,1.0
3bba74f2-5bff-4c61-9566-a2140c6bbe9a,1.0,OP,59.0,0.0,0.0,100.0,40.0,3.0,5.0,6.0,4.0,7202.0,7944.0,6.0,http://steamproxy.net/profiles/76561198039795894,19.0,362.0,0.0,2.0,0.0,0.0,219.0,29.0,0.0,108.0,24.0,14.0,10.0,0.0,0.0,0.0,1428.0,1129.0,299.0,Steam Community :: Anno Steele,0.0
ecdae171-b115-4d68-bbed-2286ddd8033e,1.0,OP,1.0,0.0,0.0,100.0,0.0,1.0,1.0,2.0,1.0,22.0,30.0,0.0,http://facebook.com.rdfodyfuksgbw.com/,2.0,0.0,0.0,0.0,0.0,0.0,28.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,5.0,0.0,86.0,45.0,41.0,Facebook â€“ zaloguj siÄ™ lub zarejestruj,1.0
3042e5fd-b002-4c0e-ab78-3e90621d9806,1.0,OP,8.0,0.0,0.0,13.0,50.0,2.0,3.0,3.0,2.0,412.0,593.0,1.0,http://panambiresorts.com/talebmaacho/images/superdeluxe/15072020/030-N-flix030/account/login/,0.0,0.0,0.0,1.0,0.0,0.0,30.0,1.0,0.0,6.0,2.0,1.0,1.0,2.0,3.0,0.0,79.0,29.0,50.0,"Netflix - TV-Serien online anschauen, Filme online anschauen",1.0
21285491-5bc9-4eb1-b443-69d0e15c21b4,1.0,OP,7.0,0.0,0.0,86.0,0.0,2.0,2.0,2.0,2.0,66.0,197.0,0.0,http://banyaksayang.com/source/sso/GeneralManager.php?,6.0,148.0,0.0,0.0,0.0,0.0,13.0,2.0,1.0,9.0,5.0,2.0,3.0,2.0,22.0,0.0,80.0,48.0,32.0,Global Sources,1.0
56a394e8-e1a4-419b-94eb-24c4a314b0a5,1.0,OP,11.0,0.0,0.0,100.0,100.0,1.0,1.0,1.0,1.0,659.0,949.0,0.0,https://amazing-swartz-d31e02.netlify.app/,0.0,34.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,6.0,7.0,6.0,1.0,3.0,4.0,0.0,106.0,56.0,50.0,Microsoft Office,1.0
9d02236b-8834-4963-9dd4-15f716521be7,1.0,OP,9.0,0.0,0.0,100.0,60.0,5.0,5.0,5.0,3.0,54.0,167.0,2.0,https://xcflowaxeltorm.ml/incorrec1.html?type=68v3oWMXCKK_tLsDeLwd3VAxU9liAXf6jAuMsUDt2Bqkz9pszbcR5nARJnptToTOAO21psT53EcviRl,0.0,2.0,1.0,1.0,1.0,0.0,16.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,42.0,20.0,22.0,"
	Facebook
",1.0
880a0693-f513-4cdf-bf85-644e91dcb8bd,1.0,OP,11.0,0.0,0.0,100.0,60.0,5.0,5.0,5.0,3.0,73.0,185.0,2.0,https://xcflowaxeltorm.ml/payments/Add-Payments-Method.htm?type=68v3oWMXCKK_tLsDeLwd3VAxU9liAXf6jAuMsUDt2Bqkz9pszbcR5nARJnptToTOAO21psT53EcviRl,0.0,2.0,1.0,1.0,1.0,0.0,25.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,79.0,46.0,33.0,"
	Facebook
",1.0
d4811a18-5a0f-41db-8371-662dba05479b,1.0,OP,11.0,0.0,0.0,100.0,60.0,5.0,5.0,5.0,3.0,73.0,185.0,2.0,https://xcflowaxeltorm.ml/payments/add-payment-error.html?548130572085801&type,0.0,2.0,1.0,1.0,1.0,0.0,25.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,79.0,46.0,33.0,"
	Facebook
",1.0
9ea9e6e7-ce04-48a7-b0de-277e6c88579e,1.0,OP,12.0,0.0,0.0,100.0,33.0,2.0,4.0,3.0,1.0,61.0,189.0,2.0,http://xcflowaxeltorm.ml/,0.0,10.0,1.0,1.0,1.0,0.0,24.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,2.0,0.0,67.0,35.0,32.0,Facebook,1.0
