UUID,label,source,div,img,iframe,a,script,external_script,internal_script,form,input,textarea,Tags,No-class Tags,class Tags,Title,Cookies,secure,session,httponly,JSGlobalVar,Requests,Ad-blocked,Malicious,HTTPS,IPv6,Domains,Subdomains,IPs,Countries,Transfer,Size,URL,OutGoingLinks,sensitive
f40a8e7f-1039-4e7c-84c1-9f7c7349c45a,0.0,CC,19.0,2.0,3.0,0.0,5.0,3.0,2.0,1.0,0.0,1.0,89.0,45.0,44.0,Unauthorized Access,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,83.0,75.0,4.0,4.0,5.0,3.0,175.0,432.0,http://178.164.11.101:8888/?site=pregoprego.no/meny/,0.0,0.0
beb40662-3f9e-496a-9f00-936d1ab30d5f,0.0,CC,19.0,2.0,3.0,0.0,5.0,3.0,2.0,1.0,0.0,1.0,89.0,45.0,44.0,Unauthorized Access,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,83.0,75.0,4.0,4.0,5.0,3.0,175.0,432.0,http://178.164.11.101:8888/?site=pregoprego.no/prego-galleri/,0.0,0.0
190e49c5-bcc7-431e-9ce9-d66816bde723,0.0,CC,19.0,2.0,3.0,0.0,5.0,3.0,2.0,1.0,0.0,1.0,89.0,45.0,44.0,Unauthorized Access,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,83.0,75.0,4.0,4.0,5.0,3.0,175.0,432.0,http://178.164.11.101:8888/?site=sefainvest.com,0.0,0.0
d9cf4895-758a-4241-9e57-042179447c77,0.0,CC,19.0,2.0,3.0,0.0,5.0,3.0,2.0,1.0,0.0,1.0,89.0,45.0,44.0,Unauthorized Access,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,83.0,75.0,4.0,4.0,5.0,3.0,175.0,432.0,http://178.164.11.101:8888?site=sefainvest.com/robots.txt,0.0,0.0
ef96b80c-94d1-4530-a1c0-32d3a70a704a,0.0,CC,19.0,2.0,3.0,0.0,5.0,3.0,2.0,1.0,0.0,1.0,89.0,45.0,44.0,Unauthorized Access,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,83.0,75.0,4.0,4.0,5.0,3.0,175.0,432.0,http://178.164.11.101:8888/?site=sheundertoy.no,0.0,0.0
75e84a8e-1828-4ebb-ac6f-77b714190d02,0.0,CC,19.0,2.0,3.0,0.0,5.0,3.0,2.0,1.0,0.0,1.0,89.0,45.0,44.0,Unauthorized Access,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,83.0,75.0,4.0,4.0,5.0,3.0,175.0,432.0,http://178.164.11.101:8888/?site=sheundertoy.no/butikk/badetoy/badedrakt/flamingo-swimsuit,0.0,0.0
1132604b-7888-47fe-9da2-23dfc4d04446,0.0,CC,19.0,2.0,3.0,0.0,5.0,3.0,2.0,1.0,0.0,1.0,89.0,45.0,44.0,Unauthorized Access,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,83.0,75.0,4.0,4.0,5.0,3.0,175.0,432.0,http://178.164.11.101:8888/?site=sheundertoy.no/butikk/badetoy/barn-badetoy/kids-banana-swim-shorts,0.0,0.0
ffda8479-c14a-447a-abed-9aaf378681a6,0.0,CC,19.0,2.0,3.0,0.0,5.0,3.0,2.0,1.0,0.0,1.0,89.0,45.0,44.0,Unauthorized Access,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,83.0,75.0,4.0,4.0,5.0,3.0,175.0,432.0,http://178.164.11.101:8888/?site=sheundertoy.no/butikk/fritid/sportsbh/force-sport,0.0,0.0
19fad612-605c-43a7-9d56-2685c72cff79,0.0,CC,19.0,2.0,3.0,0.0,5.0,3.0,2.0,1.0,0.0,1.0,89.0,45.0,44.0,Unauthorized Access,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,83.0,75.0,4.0,4.0,5.0,3.0,175.0,432.0,http://178.164.11.101:8888/?site=sheundertoy.no/butikk/fritid/sportsbh/freya-active3257122,0.0,0.0
4a298834-950d-4126-a2dc-85933a697946,0.0,CC,19.0,2.0,3.0,0.0,5.0,3.0,2.0,1.0,0.0,1.0,89.0,45.0,44.0,Unauthorized Access,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,83.0,75.0,4.0,4.0,5.0,3.0,175.0,432.0,http://178.164.11.101:8888/?site=sheundertoy.no/butikk/fritid/ull/leggings-dark-red-clover,0.0,0.0
7958c584-18b9-40d9-b31e-04cf84dc145d,0.0,CC,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,83.0,75.0,4.0,4.0,5.0,3.0,175.0,432.0,http://178.164.11.101:8888/?site=sheundertoy.no/butikk/fritid/ull/sweater-embroderie-black,0.0,0.0
fb57c520-df82-49d9-b2a7-0996551b2ff6,0.0,CC,19.0,2.0,3.0,0.0,5.0,3.0,2.0,1.0,0.0,1.0,89.0,45.0,44.0,Unauthorized Access,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,83.0,75.0,4.0,4.0,5.0,3.0,175.0,432.0,http://178.164.11.101:8888/?site=sheundertoy.no/butikk/fritid/ull/sweater-embroderie-grey,0.0,0.0
1c70290f-9ef8-4047-b5d5-bd447b4bc6fd,0.0,CC,19.0,2.0,3.0,0.0,5.0,3.0,2.0,1.0,0.0,1.0,89.0,45.0,44.0,Unauthorized Access,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,83.0,75.0,4.0,4.0,5.0,3.0,175.0,432.0,http://178.164.11.101:8888/?site=sheundertoy.no/butikk/fritid/ull/sweater-lace-dark-red,0.0,0.0
b0990616-15ae-4e44-aef7-d5fd9c250353,0.0,CC,19.0,2.0,3.0,0.0,5.0,3.0,2.0,1.0,0.0,1.0,89.0,45.0,44.0,Unauthorized Access,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,83.0,75.0,4.0,4.0,5.0,3.0,175.0,432.0,http://178.164.11.101:8888/?site=sheundertoy.no/butikk/fritid/ull/sweater-lace-v-neck-grey,0.0,0.0
450a8fd3-3e62-40ef-9cb1-b4d30a3189df,0.0,CC,19.0,2.0,3.0,0.0,5.0,3.0,2.0,1.0,0.0,1.0,89.0,45.0,44.0,Unauthorized Access,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,83.0,75.0,4.0,4.0,5.0,3.0,175.0,432.0,http://178.164.11.101:8888/?site=sheundertoy.no/butikk/fritid/ull/tank-top-dark-red-clover,0.0,0.0
8cce7c6d-72ca-4ce6-9e8b-337d7200d123,0.0,CC,19.0,2.0,3.0,0.0,5.0,3.0,2.0,1.0,0.0,1.0,89.0,45.0,44.0,Unauthorized Access,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,83.0,75.0,4.0,4.0,5.0,3.0,175.0,432.0,http://178.164.11.101:8888/?site=sheundertoy.no/butikk/fritid/ull/tank-top-lace-parfait-pink,0.0,0.0
c07b2aef-0112-4fc8-9274-2606858649cc,0.0,CC,19.0,2.0,3.0,0.0,5.0,3.0,2.0,1.0,0.0,1.0,89.0,45.0,44.0,Unauthorized Access,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,83.0,75.0,4.0,4.0,5.0,3.0,175.0,432.0,http://178.164.11.101:8888/?site=sheundertoy.no/butikk/fritid/ull/top,0.0,0.0
b79f8958-a359-4f6a-bda5-dc6f91cfeb07,0.0,CC,19.0,2.0,3.0,0.0,5.0,3.0,2.0,1.0,0.0,1.0,89.0,45.0,44.0,Unauthorized Access,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,83.0,75.0,4.0,4.0,5.0,3.0,175.0,432.0,http://178.164.11.101:8888/?site=sheundertoy.no/butikk/fritid/ull/top-lace-dark-red,0.0,0.0
f51e8b72-2370-4b2b-9ccb-ce7ae192f5e3,0.0,CC,19.0,2.0,3.0,0.0,5.0,3.0,2.0,1.0,0.0,1.0,89.0,45.0,44.0,Unauthorized Access,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,83.0,75.0,4.0,4.0,5.0,3.0,175.0,432.0,http://178.164.11.101:8888/?site=sheundertoy.no/butikk/fritid/ull/top-lace-grey,0.0,0.0
ba430477-88a9-4eca-8bb4-97d90d7f1975,0.0,CC,19.0,2.0,3.0,0.0,5.0,3.0,2.0,1.0,0.0,1.0,89.0,45.0,44.0,Unauthorized Access,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,83.0,75.0,4.0,4.0,5.0,3.0,175.0,432.0,http://178.164.11.101:8888/?site=sheundertoy.no/butikk/fritid/ull/top-long-sleeve-dark-red-clover,0.0,0.0
5ae93a5c-875d-4562-b3d3-d5d6b320d0e4,0.0,CC,19.0,2.0,3.0,0.0,5.0,3.0,2.0,1.0,0.0,1.0,89.0,45.0,44.0,Unauthorized Access,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,83.0,75.0,4.0,4.0,5.0,3.0,175.0,432.0,http://178.164.11.101:8888/?site=sheundertoy.no/butikk/fritid/ull/top-long-sleeve-lace-parfait-pink,0.0,0.0
39fece21-7151-4eec-9328-13d2270b1f55,0.0,CC,19.0,2.0,3.0,0.0,5.0,3.0,2.0,1.0,0.0,1.0,89.0,45.0,44.0,Unauthorized Access,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,83.0,75.0,4.0,4.0,5.0,3.0,175.0,432.0,http://178.164.11.101:8888/?site=sheundertoy.no/butikk/fritid/ull/true-confidence-legging-black,0.0,0.0
99206918-3726-4d90-b5c9-86076b48a6cf,0.0,CC,19.0,2.0,3.0,0.0,5.0,3.0,2.0,1.0,0.0,1.0,89.0,45.0,44.0,Unauthorized Access,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,83.0,75.0,4.0,4.0,5.0,3.0,175.0,432.0,http://178.164.11.101:8888/?site=sheundertoy.no/butikk/fritid/ull/true-confidence-long-sleeve-black,0.0,0.0
344de22a-e1f2-4e51-b8d7-82e5a31775dc,0.0,CC,19.0,2.0,3.0,0.0,5.0,3.0,2.0,1.0,0.0,1.0,89.0,45.0,44.0,Unauthorized Access,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,83.0,75.0,4.0,4.0,5.0,3.0,175.0,432.0,http://178.164.11.101:8888/?site=sheundertoy.no/butikk/herre/herre-badetoy/banana-swim-shorts,0.0,0.0
a1e2270c-000a-433a-993b-d4cf62f5cc4d,0.0,CC,19.0,2.0,3.0,0.0,5.0,3.0,2.0,1.0,0.0,1.0,89.0,45.0,44.0,Unauthorized Access,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,83.0,75.0,4.0,4.0,5.0,3.0,175.0,432.0,http://178.164.11.101:8888/?site=sheundertoy.no/butikk/herre/sokker-herre/xp-captain-bull,0.0,0.0
93667b40-3bb9-4396-ae12-1c8814b18562,0.0,CC,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,83.0,75.0,4.0,4.0,5.0,3.0,175.0,432.0,http://178.164.11.101:8888/?site=sheundertoy.no/butikk/herre/sokker-herre/xp-scooter,0.0,0.0
2da10989-54bb-49e1-bc61-f862ab856bdf,0.0,CC,19.0,2.0,3.0,0.0,5.0,3.0,2.0,1.0,0.0,1.0,89.0,45.0,44.0,Unauthorized Access,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,83.0,75.0,4.0,4.0,5.0,3.0,175.0,432.0,http://178.164.11.101:8888/?site=sheundertoy.no/butikk/undertoy/sokker-dame/mixed-pride-socks-gift-set,0.0,0.0
bf843c0d-1c63-4c02-8ffb-3f52bb75b822,0.0,CC,19.0,2.0,3.0,0.0,5.0,3.0,2.0,1.0,0.0,1.0,89.0,45.0,44.0,Unauthorized Access,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,83.0,75.0,4.0,4.0,5.0,3.0,175.0,432.0,http://178.164.11.101:8888/?site=sheundertoy.no/butikk/undertoy/sokker-dame/xp-ivy-parrot-steps,0.0,0.0
86c42cc0-a2b3-4930-95bd-b20d4706aa85,0.0,CC,19.0,2.0,3.0,0.0,5.0,3.0,2.0,1.0,0.0,1.0,89.0,45.0,44.0,Unauthorized Access,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,83.0,75.0,4.0,4.0,5.0,3.0,175.0,432.0,http://178.164.11.101:8888/?site=sheundertoy.no/butikk/undertoy/sokker-dame/xp-kelly-steps,0.0,0.0
2a2429df-6549-4e2d-91b2-e5957bb8977f,0.0,CC,19.0,2.0,3.0,0.0,5.0,3.0,2.0,1.0,0.0,1.0,89.0,45.0,44.0,Unauthorized Access,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,83.0,75.0,4.0,4.0,5.0,3.0,175.0,432.0,http://178.164.11.101:8888/?site=sheundertoy.no/butikk/undertoy/sokker-dame/xp-romy-steps,0.0,0.0
b84d242e-5750-4753-9d63-5ecd6ff30af8,0.0,CC,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,83.0,75.0,4.0,4.0,5.0,3.0,175.0,432.0,http://178.164.11.101:8888/?site=sheundertoy.no/butikk/undertoy/sokker-dame/xp-sugar-love,0.0,0.0
b5fa6352-a506-40f4-a8c7-5f57abbcaa94,0.0,CC,19.0,2.0,3.0,0.0,5.0,3.0,2.0,1.0,0.0,1.0,89.0,45.0,44.0,Unauthorized Access,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,83.0,75.0,4.0,4.0,5.0,3.0,175.0,432.0,http://178.164.11.101:8888/?site=sheundertoy.no/produktkategori/bestselgere,0.0,0.0
07f8fa61-a70e-43fe-b828-6127a6fa09be,0.0,CC,19.0,2.0,3.0,0.0,5.0,3.0,2.0,1.0,0.0,1.0,89.0,45.0,44.0,Unauthorized Access,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,83.0,75.0,4.0,4.0,5.0,3.0,175.0,432.0,http://178.164.11.101:8888/?site=sheundertoy.no/produktkategori/fritid/topp-fritid,0.0,0.0
6722683d-478c-42ce-beb6-f5dca1e65e0d,0.0,CC,19.0,2.0,3.0,0.0,5.0,3.0,2.0,1.0,0.0,1.0,89.0,45.0,44.0,Unauthorized Access,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,83.0,50.0,4.0,4.0,5.0,3.0,175.0,432.0,http://178.164.11.101:8888/?site=sheundertoy.no/produktkategori/fritid/ull,0.0,0.0
58091f02-ad88-427b-be48-fe6f4cf78698,0.0,CC,19.0,2.0,3.0,0.0,5.0,3.0,2.0,1.0,0.0,1.0,89.0,45.0,44.0,Unauthorized Access,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,83.0,75.0,4.0,4.0,5.0,3.0,175.0,432.0,http://178.164.11.101:8888/?site=sheundertoy.no/produktkategori/fritid/ull/page/1,0.0,0.0
4da330a6-ffdf-4e0a-b64b-3b81dc0195c0,0.0,CC,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,83.0,75.0,4.0,4.0,5.0,3.0,175.0,432.0,http://178.164.11.101:8888/?site=sheundertoy.no/produktkategori/fritid/ull/page/2,0.0,0.0
a7a75493-266d-4d83-975d-508feab21572,0.0,CC,19.0,2.0,3.0,0.0,5.0,3.0,2.0,1.0,0.0,1.0,89.0,45.0,44.0,Unauthorized Access,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,83.0,75.0,4.0,4.0,5.0,3.0,175.0,432.0,http://178.164.11.101:8888/?site=sheundertoy.no/produktkategori/fritid/ull/page/3,0.0,0.0
f8c419e8-4a15-4406-b1df-9da34d3b2490,0.0,CC,19.0,2.0,3.0,0.0,5.0,3.0,2.0,1.0,0.0,1.0,89.0,45.0,44.0,Unauthorized Access,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,83.0,75.0,4.0,4.0,5.0,3.0,175.0,432.0,http://178.164.11.101:8888/?site=sheundertoy.no/produktkategori/undertoy/tights,0.0,0.0
b0be0165-d4b7-4797-89f0-427f70c61a0c,0.0,CC,19.0,2.0,3.0,0.0,5.0,3.0,2.0,1.0,0.0,1.0,89.0,45.0,44.0,Unauthorized Access,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,83.0,75.0,4.0,4.0,5.0,3.0,175.0,432.0,http://178.164.11.101:8888?site=sheundertoy.no/robots.txt,0.0,0.0
b2a7275b-e512-4296-96e1-71d97d2df9bf,0.0,CC,19.0,2.0,3.0,0.0,5.0,3.0,2.0,1.0,0.0,1.0,89.0,45.0,44.0,Unauthorized Access,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,83.0,75.0,4.0,4.0,5.0,3.0,175.0,432.0,http://178.164.11.101:8888/?site=www.dobagreiser.no,0.0,0.0
d9d67ce6-2d15-4bdf-a2fd-fab73cd97dbd,0.0,CC,19.0,2.0,3.0,0.0,5.0,3.0,2.0,1.0,0.0,1.0,89.0,45.0,44.0,Unauthorized Access,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,83.0,75.0,4.0,4.0,5.0,3.0,175.0,432.0,http://178.164.11.101:8888?site=www.dobagreiser.no/robots.txt,0.0,0.0
0e3375fd-707c-40fc-844a-d0a021c20d2c,0.0,CC,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,83.0,75.0,4.0,4.0,5.0,3.0,175.0,432.0,http://178.164.11.101:8888/?site=www.kvernoboats.no,0.0,0.0
99381e82-b071-4b78-a589-d4997576cbf1,0.0,CC,19.0,2.0,3.0,0.0,5.0,3.0,2.0,1.0,0.0,1.0,89.0,45.0,44.0,Unauthorized Access,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,83.0,75.0,4.0,4.0,5.0,3.0,175.0,432.0,http://178.164.11.101:8888/?site=www.kvernoboats.no/detaljer/,0.0,0.0
e890d9f8-58ee-4d88-8a70-2d54a68d54ed,0.0,CC,19.0,2.0,3.0,0.0,5.0,3.0,2.0,1.0,0.0,1.0,89.0,45.0,44.0,Unauthorized Access,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,83.0,75.0,4.0,4.0,5.0,3.0,175.0,432.0,http://178.164.11.101:8888/?site=www.kvernoboats.no/kontakt/,0.0,0.0
5d3b2186-08aa-4b7e-924c-ca7daea9bf28,0.0,CC,19.0,2.0,3.0,0.0,5.0,3.0,2.0,1.0,0.0,1.0,89.0,45.0,44.0,Unauthorized Access,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,83.0,75.0,4.0,4.0,5.0,3.0,175.0,432.0,http://178.164.11.101:8888/?site=www.kvernoboats.no/modell-585/,0.0,0.0
9da0f18c-30d9-44d0-81c3-f27eba5e4cd0,0.0,CC,19.0,2.0,3.0,0.0,5.0,3.0,2.0,1.0,0.0,1.0,89.0,45.0,44.0,Unauthorized Access,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,83.0,75.0,4.0,4.0,5.0,3.0,175.0,432.0,http://178.164.11.101:8888/?site=www.kvernoboats.no/modell-630/,0.0,0.0
b8dcadad-2612-42dd-acee-0493ef754906,0.0,CC,19.0,2.0,3.0,0.0,5.0,3.0,2.0,1.0,0.0,1.0,89.0,45.0,44.0,Unauthorized Access,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,83.0,75.0,4.0,4.0,5.0,3.0,175.0,432.0,http://178.164.11.101:8888/?site=www.kvernoboats.no/modell-680-cabin/,0.0,0.0
