UUID,label,source,div,img,iframe,a,script,external_script,internal_script,form,input,textarea,Tags,No-class Tags,class Tags,Title,Cookies,secure,session,httponly,JSGlobalVar,Requests,Ad-blocked,Malicious,HTTPS,IPv6,Domains,Subdomains,IPs,Countries,Transfer,Size,URL,OutGoingLinks,sensitive,session & httponly
d6f34567-b9b9-4b69-a6cf-5e97915f3dd6,0.0,CC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,http://5.135.0.0/2018/11/16/hej-varlden/,0.0,0.0,0.0
d486d6d6-075d-40af-903c-3c5e5fb4166f,0.0,CC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,http://5.135.0.0/author/mildy98/,0.0,0.0,0.0
66f59b73-ec56-44b7-a2df-097225889158,0.0,CC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,http://5.135.0.0/robots.txt,0.0,0.0,0.0
95e1dec3-b0c9-4ecc-824e-880402ebddc8,0.0,CC,111.0,9.0,0.0,66.0,21.0,16.0,5.0,1.0,3.0,0.0,355.0,228.0,127.0,Guy Harrison - Guy Harrison's main page,0.0,0.0,0.0,0.0,42.0,39.0,0.0,0.0,0.0,50.0,6.0,6.0,6.0,3.0,565.0,558.0,http://35.201.11.0,21.0,1.0,0.0
d218cc9e-eff5-420c-aac0-d81a346f79c8,0.0,CC,111.0,9.0,0.0,66.0,21.0,16.0,5.0,1.0,3.0,0.0,355.0,228.0,127.0,Guy Harrison - Guy Harrison's main page,4.0,0.0,1.0,1.0,42.0,39.0,0.0,0.0,0.0,50.0,6.0,6.0,6.0,3.0,565.0,558.0,http://35.201.11.0/,21.0,1.0,1.0
26992a70-d3dd-42d9-821b-d647aa160bde,0.0,CC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,http://35.201.11.0/robots.txt,0.0,0.0,0.0
7105a90d-5f3a-4900-a867-8824c3681ede,0.0,CC,25.0,4.0,0.0,1.0,6.0,4.0,2.0,1.0,4.0,0.0,63.0,39.0,24.0,ç™»å½• | Log in,0.0,0.0,0.0,0.0,27.0,18.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1464.0,1458.0,http://39.107.110.0/admin/order,0.0,1.0,0.0
e5f4197d-6d2a-44c6-9969-909e3088fde2,0.0,CC,25.0,4.0,0.0,1.0,6.0,4.0,2.0,1.0,4.0,0.0,63.0,39.0,24.0,ç™»å½• | Log in,0.0,0.0,0.0,0.0,27.0,18.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1461.0,1455.0,http://39.107.110.0/admin/supplier_login,0.0,1.0,0.0
c5b1509e-be26-492f-8c90-a844bb99c9db,0.0,CC,25.0,4.0,0.0,1.0,6.0,4.0,2.0,1.0,4.0,0.0,63.0,39.0,24.0,ç™»å½• | Log in,0.0,0.0,0.0,0.0,27.0,18.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1463.0,1458.0,http://39.107.110.0/robots.txt,0.0,1.0,0.0
981d4a27-5dbd-46b5-9074-288b0c3b47ba,0.0,CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
f162b9fb-ed3c-4c60-bce4-3a4c57ee0073,0.0,CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
da61dc48-27cf-47d8-8feb-750cab4a1b70,0.0,CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
df3a91f4-d160-400f-a641-425570eb664e,0.0,CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
00e330f0-36d0-436b-8e55-a393b4d81738,0.0,CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
66c46f9e-938f-483e-ba7f-31b8ad7cd5b1,0.0,CC,42.0,10.0,1.0,134.0,17.0,12.0,5.0,1.0,2.0,0.0,387.0,270.0,117.0,Slot Online Archives | sedaia-distribution,4.0,1.0,0.0,1.0,42.0,32.0,0.0,0.0,41.0,56.0,8.0,9.0,9.0,4.0,397.0,856.0,http://51.79.130.0/category/slot-online/,4.0,0.0,0.0
0819691b-2208-4720-9b1b-8e9c41bd586d,0.0,CC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,http://51.79.130.0/robots.txt,0.0,0.0,0.0
5d87beda-5f58-4ef8-9729-469cf031e66f,0.0,CC,103.0,2.0,1.0,42.0,14.0,4.0,10.0,2.0,2.0,0.0,332.0,78.0,254.0,Careers | Resource Environmental Management,3.0,0.0,0.0,0.0,108.0,29.0,0.0,0.0,28.0,80.0,6.0,7.0,6.0,3.0,589.0,2174.0,http://35.237.135.0/careers/,19.0,0.0,0.0
708f11cc-77d6-4d70-a99a-8ce46c29b01c,0.0,CC,107.0,10.0,1.0,86.0,15.0,4.0,11.0,2.0,2.0,0.0,485.0,126.0,359.0,News & Updates Archives | Resource Environmental Management,3.0,0.0,0.0,0.0,75.0,32.0,0.0,0.0,22.0,80.0,6.0,7.0,6.0,3.0,786.0,1819.0,http://35.237.135.0/category/news-updates/,32.0,0.0,0.0
7566a66a-8a5f-45fd-899c-f64b8312ebaf,0.0,CC,248.0,13.0,1.0,51.0,14.0,4.0,10.0,2.0,2.0,0.0,653.0,191.0,462.0,Our Environmental Staff | Resource Environmental Management,3.0,0.0,0.0,0.0,108.0,39.0,0.0,0.0,18.0,80.0,6.0,7.0,6.0,3.0,1685.0,3291.0,http://35.237.135.0/our-environmental-staff/,16.0,0.0,0.0
131f0ced-dfd8-4e51-a3d4-31a85f4fe24b,0.0,CC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,http://35.237.135.0/robots.txt,0.0,0.0,0.0
19c8b742-f86e-417a-a280-9398a4c26432,0.0,CC,321.0,4.0,0.0,61.0,48.0,36.0,12.0,1.0,4.0,0.0,746.0,166.0,580.0,"Animation App For Students, Artists & Designers | dodles",0.0,0.0,0.0,0.0,108.0,82.0,0.0,0.0,9.0,86.0,8.0,8.0,5.0,3.0,1098.0,3826.0,http://54.188.142.0/beta-faq/,16.0,1.0,0.0
0a4a5384-c990-4ee3-8b29-f9b5fc3f1d03,0.0,CC,321.0,4.0,0.0,61.0,48.0,36.0,12.0,1.0,4.0,0.0,746.0,166.0,580.0,"Animation App For Students, Artists & Designers | dodles",3.0,0.0,0.0,0.0,108.0,82.0,0.0,0.0,9.0,86.0,8.0,8.0,5.0,3.0,1097.0,3826.0,https://54.188.142.0/beta-faq/,16.0,1.0,0.0
52b3f4d7-44a1-4984-8dc9-644671afdb03,0.0,CC,452.0,15.0,1.0,57.0,50.0,38.0,12.0,1.0,4.0,0.0,900.0,177.0,723.0,"Brett Bean 2D Cartoonist, Designer, Illustrator & More | dodles",0.0,0.0,0.0,0.0,110.0,97.0,0.0,0.0,12.0,89.0,10.0,10.0,7.0,4.0,1566.0,4334.0,http://54.188.142.0/brett-bean/,19.0,1.0,0.0
e203d088-6bc8-4af7-9e3a-14230ea5bd2c,0.0,CC,452.0,15.0,1.0,57.0,50.0,38.0,12.0,1.0,4.0,0.0,900.0,177.0,723.0,"Brett Bean 2D Cartoonist, Designer, Illustrator & More | dodles",0.0,0.0,0.0,0.0,110.0,97.0,0.0,0.0,12.0,89.0,10.0,10.0,7.0,4.0,1567.0,4334.0,https://54.188.142.0/brett-bean/,19.0,1.0,0.0
fdb68d07-6e2d-4824-80c5-b42efb9c30f8,0.0,CC,414.0,14.0,1.0,54.0,50.0,38.0,12.0,1.0,4.0,0.0,839.0,164.0,675.0,dodles at the Cons! | Visiting Fan Cons & Related Events 2016,6.0,2.0,1.0,2.0,110.0,97.0,0.0,0.0,12.0,89.0,10.0,10.0,7.0,4.0,1683.0,4441.0,http://54.188.142.0/dodles-at-the-cons/,16.0,1.0,1.0
8af0249e-2af1-4f5d-b6e0-06c392f12422,0.0,CC,414.0,14.0,1.0,54.0,50.0,38.0,12.0,1.0,4.0,0.0,839.0,164.0,675.0,dodles at the Cons! | Visiting Fan Cons & Related Events 2016,0.0,0.0,0.0,0.0,110.0,97.0,0.0,0.0,12.0,83.0,7.0,7.0,6.0,3.0,1681.0,4441.0,https://54.188.142.0/dodles-at-the-cons/,16.0,1.0,0.0
b0e0692e-39e8-4b99-afea-07af197e3be5,0.0,CC,410.0,12.0,1.0,57.0,50.0,38.0,12.0,1.0,4.0,0.0,858.0,177.0,681.0,Georges Doriot: Father of Venture Capitalism | dodles,0.0,0.0,0.0,0.0,110.0,97.0,0.0,0.0,13.0,89.0,10.0,10.0,7.0,4.0,1709.0,4473.0,http://54.188.142.0/george-doriot/,19.0,1.0,0.0
614f42c3-6be1-4c00-8344-df71871123fb,0.0,CC,410.0,12.0,1.0,57.0,50.0,38.0,12.0,1.0,4.0,0.0,858.0,177.0,681.0,Georges Doriot: Father of Venture Capitalism | dodles,0.0,0.0,0.0,0.0,110.0,97.0,0.0,0.0,13.0,89.0,10.0,10.0,7.0,4.0,1711.0,4473.0,https://54.188.142.0/george-doriot/,19.0,1.0,0.0
bc50841a-c240-4703-9e2b-b119831b6780,0.0,CC,1255.0,86.0,2.0,78.0,54.0,40.0,14.0,1.0,4.0,0.0,2541.0,610.0,1931.0,dodles | Mobile Animation Made Easy - Dodles,3.0,0.0,0.0,0.0,122.0,118.0,0.0,0.0,100.0,82.0,12.0,13.0,9.0,4.0,1639.0,5136.0,http://54.188.142.0/investindodles/,28.0,1.0,0.0
ee13edde-eafe-4c71-8d33-1bbe9d4790a3,0.0,CC,643.0,24.0,1.0,71.0,52.0,40.0,12.0,1.0,4.0,0.0,1283.0,285.0,998.0,"Launching dodl.es beta, Free Download! | dodles",0.0,0.0,0.0,0.0,113.0,113.0,0.0,0.0,25.0,75.0,13.0,14.0,10.0,4.0,1914.0,5144.0,http://54.188.142.0/patents_beta_launch_animation/,29.0,1.0,0.0
36d77e33-d9ae-4c73-8dbe-f30c8f7c28bc,0.0,CC,643.0,24.0,1.0,71.0,52.0,40.0,12.0,1.0,4.0,0.0,1283.0,285.0,998.0,"Launching dodl.es beta, Free Download! | dodles",0.0,0.0,0.0,0.0,113.0,113.0,0.0,0.0,25.0,75.0,13.0,14.0,10.0,4.0,1912.0,5144.0,https://54.188.142.0/patents_beta_launch_animation/,29.0,1.0,0.0
1991ebdc-4fec-47b6-9b67-4bf773453146,0.0,CC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,http://54.188.142.0/robots.txt,0.0,0.0,0.0
cbbf8afb-cdea-4a20-8c1b-7a69c748fee5,0.0,CC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,https://54.188.142.0/robots.txt,0.0,0.0,0.0
16b194d2-4216-4009-bf3b-75be6f6182e5,0.0,CC,404.0,8.0,0.0,46.0,51.0,37.0,14.0,1.0,4.0,0.0,984.0,372.0,612.0,Policies - Dodles,3.0,0.0,0.0,0.0,112.0,85.0,0.0,0.0,100.0,88.0,9.0,9.0,6.0,3.0,1116.0,3880.0,http://54.188.142.0/terms/,7.0,1.0,0.0
c597adf9-bbb8-4b17-b8d2-98b3a7bcd451,0.0,CC,452.0,19.0,1.0,58.0,50.0,38.0,12.0,1.0,4.0,0.0,900.0,188.0,712.0,Dodles: Finalist for the Wisconsin Innovation Awards - Dodles,0.0,0.0,0.0,0.0,110.0,98.0,0.0,0.0,13.0,89.0,10.0,10.0,7.0,4.0,1648.0,4415.0,http://54.188.142.0/why-dodles-is-a-finalist-for-the-wisconsin-innovation-awards/,19.0,1.0,0.0
f2d2ceb0-0b3d-4c77-9b9b-d56b104698e7,0.0,CC,452.0,19.0,1.0,58.0,50.0,38.0,12.0,1.0,4.0,0.0,900.0,188.0,712.0,Dodles: Finalist for the Wisconsin Innovation Awards - Dodles,0.0,0.0,0.0,0.0,110.0,98.0,0.0,0.0,13.0,89.0,10.0,10.0,7.0,4.0,1649.0,4415.0,https://54.188.142.0/why-dodles-is-a-finalist-for-the-wisconsin-innovation-awards/,19.0,1.0,0.0
fd6a96c6-baa8-4d3a-a6ff-f8ddcc6f71b3,0.0,CC,553.0,33.0,1.0,130.0,17.0,14.0,3.0,0.0,0.0,0.0,987.0,234.0,753.0,Esiabet Situs Bandar Judi Slot Pulsa Terpercaya 24Jam,0.0,0.0,0.0,0.0,163.0,48.0,0.0,0.0,100.0,29.0,6.0,7.0,8.0,4.0,11389.0,11730.0,http://157.245.145.0/,8.0,0.0,0.0
e5398dce-265f-443d-85a3-d76bf7893df5,0.0,CC,553.0,33.0,1.0,130.0,17.0,14.0,3.0,0.0,0.0,0.0,987.0,234.0,753.0,Esiabet Situs Bandar Judi Slot Pulsa Terpercaya 24Jam,2.0,0.0,0.0,0.0,163.0,48.0,0.0,0.0,100.0,29.0,6.0,7.0,8.0,4.0,11389.0,11730.0,http://157.245.145.0/,8.0,0.0,0.0
39112516-4a40-4abd-8a32-198910f1c608,0.0,CC,556.0,34.0,1.0,130.0,17.0,14.0,3.0,0.0,0.0,0.0,991.0,238.0,753.0,Esiabet Situs Bandar Judi Slot Pulsa Terpercaya 24Jam,0.0,0.0,0.0,0.0,163.0,47.0,0.0,0.0,100.0,29.0,6.0,7.0,8.0,4.0,11388.0,11730.0,http://157.245.145.0/,8.0,0.0,0.0
625cc75d-cfd7-4a4c-a2fe-130575d13e44,0.0,CC,553.0,33.0,1.0,130.0,17.0,14.0,3.0,0.0,0.0,0.0,987.0,234.0,753.0,Esiabet Situs Bandar Judi Slot Pulsa Terpercaya 24Jam,0.0,0.0,0.0,0.0,163.0,48.0,0.0,0.0,100.0,29.0,6.0,7.0,8.0,4.0,11389.0,11730.0,http://157.245.145.0/about,17.0,0.0,0.0
2c0e1da4-9089-425a-bb50-5420fce7c62a,0.0,CC,553.0,33.0,1.0,130.0,17.0,14.0,3.0,0.0,0.0,0.0,987.0,234.0,753.0,Esiabet Situs Bandar Judi Slot Pulsa Terpercaya 24Jam,0.0,0.0,0.0,0.0,163.0,48.0,0.0,0.0,100.0,29.0,6.0,7.0,8.0,4.0,11389.0,11730.0,http://157.245.145.0/about,17.0,0.0,0.0
5fbbe4a5-45f2-4fa3-8414-f2371a3a23cd,0.0,CC,553.0,33.0,1.0,130.0,17.0,14.0,3.0,0.0,0.0,0.0,987.0,234.0,753.0,Esiabet Situs Bandar Judi Slot Pulsa Terpercaya 24Jam,0.0,0.0,0.0,0.0,163.0,48.0,0.0,0.0,83.0,29.0,6.0,7.0,8.0,4.0,4585.0,5137.0,http://157.245.145.0/agent_guide,17.0,0.0,0.0
77a473ac-e1b8-41a5-8d45-edd890499cd1,0.0,CC,553.0,33.0,1.0,130.0,17.0,14.0,3.0,0.0,0.0,0.0,987.0,234.0,753.0,Esiabet Situs Bandar Judi Slot Pulsa Terpercaya 24Jam,0.0,0.0,0.0,0.0,163.0,48.0,0.0,0.0,98.0,29.0,6.0,7.0,8.0,4.0,10420.0,10762.0,http://157.245.145.0/agent_guide,17.0,0.0,0.0
38def0ef-4c04-4834-8d09-29b7cade7b0b,0.0,CC,553.0,33.0,1.0,130.0,17.0,14.0,3.0,0.0,0.0,0.0,987.0,234.0,753.0,Esiabet Situs Bandar Judi Slot Pulsa Terpercaya 24Jam,0.0,0.0,0.0,0.0,163.0,48.0,0.0,0.0,100.0,29.0,6.0,7.0,8.0,4.0,11389.0,11730.0,http://157.245.145.0/bank,17.0,0.0,0.0
568c998b-790a-4c6b-849c-c170afc94510,0.0,CC,553.0,33.0,1.0,130.0,17.0,14.0,3.0,0.0,0.0,0.0,987.0,234.0,753.0,Esiabet Situs Bandar Judi Slot Pulsa Terpercaya 24Jam,0.0,0.0,0.0,0.0,163.0,46.0,0.0,0.0,100.0,29.0,6.0,7.0,8.0,5.0,11354.0,11696.0,http://157.245.145.0/bank,17.0,0.0,0.0
82ae16ea-7caa-4654-950c-cdb9255b3bdc,0.0,CC,556.0,34.0,1.0,130.0,17.0,14.0,3.0,0.0,0.0,0.0,991.0,238.0,753.0,Esiabet Situs Bandar Judi Slot Pulsa Terpercaya 24Jam,0.0,0.0,0.0,0.0,163.0,47.0,0.0,0.0,100.0,29.0,6.0,7.0,8.0,4.0,11389.0,11730.0,http://157.245.145.0/banking,17.0,0.0,0.0
ba3420a0-7560-4eb8-8143-456f577bb84f,0.0,CC,553.0,33.0,1.0,130.0,17.0,14.0,3.0,0.0,0.0,0.0,987.0,234.0,753.0,Esiabet Situs Bandar Judi Slot Pulsa Terpercaya 24Jam,0.0,0.0,0.0,0.0,164.0,49.0,0.0,0.0,100.0,29.0,6.0,7.0,8.0,4.0,11389.0,11730.0,http://157.245.145.0/banking,17.0,0.0,0.0
b3101ca7-bf11-4614-99a8-b59b32ef3d41,0.0,CC,553.0,33.0,1.0,130.0,17.0,14.0,3.0,0.0,0.0,0.0,987.0,234.0,753.0,Esiabet Situs Bandar Judi Slot Pulsa Terpercaya 24Jam,0.0,0.0,0.0,0.0,163.0,45.0,0.0,0.0,47.0,33.0,6.0,7.0,7.0,3.0,2196.0,2545.0,http://157.245.145.0/c_sports,17.0,0.0,0.0
50cf0693-7cf0-4f01-b78b-8f786ea4af42,0.0,CC,553.0,33.0,1.0,130.0,17.0,14.0,3.0,0.0,0.0,0.0,987.0,234.0,753.0,Esiabet Situs Bandar Judi Slot Pulsa Terpercaya 24Jam,0.0,0.0,0.0,0.0,163.0,46.0,0.0,0.0,100.0,29.0,6.0,7.0,8.0,4.0,11354.0,11696.0,http://157.245.145.0/c_sports,17.0,0.0,0.0
341562df-f23f-4f5c-a6d9-241aaf42a62d,0.0,CC,553.0,33.0,1.0,130.0,17.0,14.0,3.0,0.0,0.0,0.0,987.0,234.0,753.0,Esiabet Situs Bandar Judi Slot Pulsa Terpercaya 24Jam,2.0,1.0,0.0,1.0,163.0,48.0,0.0,0.0,100.0,29.0,6.0,7.0,8.0,4.0,11389.0,11730.0,http://157.245.145.0/contact,17.0,0.0,0.0
5c5ba10a-36ef-4ce3-acf1-f02354e12591,0.0,CC,553.0,33.0,1.0,130.0,17.0,14.0,3.0,0.0,0.0,0.0,987.0,234.0,753.0,Esiabet Situs Bandar Judi Slot Pulsa Terpercaya 24Jam,1.0,1.0,0.0,1.0,163.0,48.0,0.0,0.0,100.0,29.0,6.0,7.0,8.0,5.0,11389.0,11730.0,http://157.245.145.0/contact,17.0,0.0,0.0
bcaad8e4-e0a7-48a7-a406-b364de21c9cc,0.0,CC,553.0,33.0,1.0,130.0,17.0,14.0,3.0,0.0,0.0,0.0,987.0,234.0,753.0,Esiabet Situs Bandar Judi Slot Pulsa Terpercaya 24Jam,3.0,0.0,0.0,1.0,163.0,60.0,0.0,0.0,100.0,29.0,6.0,7.0,8.0,5.0,12314.0,12704.0,http://157.245.145.0/faq,17.0,0.0,0.0
41086072-fcde-49ee-a8bb-54ce91c190a3,0.0,CC,553.0,33.0,1.0,130.0,17.0,14.0,3.0,0.0,0.0,0.0,987.0,234.0,753.0,Esiabet Situs Bandar Judi Slot Pulsa Terpercaya 24Jam,4.0,0.0,0.0,1.0,163.0,46.0,0.0,0.0,100.0,29.0,6.0,7.0,8.0,4.0,11354.0,11696.0,http://157.245.145.0/faq,17.0,0.0,0.0
790b3a3a-b732-4e4d-8b52-00116fb8dc4b,0.0,CC,553.0,33.0,1.0,130.0,17.0,14.0,3.0,0.0,0.0,0.0,987.0,234.0,753.0,Esiabet Situs Bandar Judi Slot Pulsa Terpercaya 24Jam,1.0,0.0,0.0,1.0,163.0,60.0,0.0,0.0,100.0,29.0,6.0,7.0,8.0,4.0,12314.0,12704.0,http://157.245.145.0/forgot-password,17.0,0.0,0.0
7ac923bc-9d51-4a71-a4cd-264e7a20f56e,0.0,CC,553.0,33.0,1.0,130.0,17.0,14.0,3.0,0.0,0.0,0.0,987.0,234.0,753.0,Esiabet Situs Bandar Judi Slot Pulsa Terpercaya 24Jam,0.0,0.0,0.0,0.0,163.0,46.0,0.0,0.0,100.0,29.0,6.0,7.0,8.0,4.0,11354.0,11696.0,http://157.245.145.0/forgot-password,17.0,0.0,0.0
52ccf12c-25c5-4c37-af79-a82244fd0df6,0.0,CC,553.0,33.0,1.0,130.0,17.0,14.0,3.0,0.0,0.0,0.0,987.0,234.0,753.0,Esiabet Situs Bandar Judi Slot Pulsa Terpercaya 24Jam,2.0,0.0,0.0,0.0,163.0,60.0,0.0,0.0,100.0,29.0,6.0,7.0,8.0,5.0,12314.0,12704.0,http://157.245.145.0/howtojoin,17.0,0.0,0.0
18889e4f-e985-47d5-a2b0-9f3a9e0a9f8e,0.0,CC,553.0,33.0,1.0,130.0,17.0,14.0,3.0,0.0,0.0,0.0,987.0,234.0,753.0,Esiabet Situs Bandar Judi Slot Pulsa Terpercaya 24Jam,4.0,0.0,0.0,1.0,163.0,60.0,0.0,0.0,100.0,29.0,6.0,7.0,8.0,4.0,12314.0,12704.0,http://157.245.145.0/howtojoin,17.0,0.0,0.0
c963cb66-3f76-433f-b9bd-28cce087df2c,0.0,CC,553.0,33.0,1.0,130.0,17.0,14.0,3.0,0.0,0.0,0.0,987.0,234.0,753.0,Esiabet Situs Bandar Judi Slot Pulsa Terpercaya 24Jam,1.0,1.0,0.0,1.0,163.0,46.0,0.0,0.0,100.0,29.0,6.0,7.0,8.0,4.0,11355.0,11696.0,http://157.245.145.0/i-sports,17.0,0.0,0.0
8b2ede42-2e0e-46d3-9d50-e032de8445a1,0.0,CC,553.0,33.0,1.0,130.0,17.0,14.0,3.0,0.0,0.0,0.0,987.0,234.0,753.0,Esiabet Situs Bandar Judi Slot Pulsa Terpercaya 24Jam,0.0,0.0,0.0,0.0,163.0,46.0,0.0,0.0,100.0,29.0,6.0,7.0,8.0,4.0,11354.0,11696.0,http://157.245.145.0/i-sports,17.0,0.0,0.0
b3ce8f33-8806-460c-970a-7fb1ccd8ca7c,0.0,CC,556.0,34.0,1.0,130.0,17.0,14.0,3.0,0.0,0.0,0.0,991.0,238.0,753.0,Esiabet Situs Bandar Judi Slot Pulsa Terpercaya 24Jam,0.0,0.0,0.0,0.0,163.0,47.0,0.0,0.0,60.0,29.0,6.0,7.0,8.0,4.0,5830.0,6176.0,http://157.245.145.0/live_casino,17.0,0.0,0.0
0d158b55-3819-45b2-8544-27c80fbce226,0.0,CC,553.0,33.0,1.0,130.0,17.0,14.0,3.0,0.0,0.0,0.0,987.0,234.0,753.0,Esiabet Situs Bandar Judi Slot Pulsa Terpercaya 24Jam,2.0,0.0,0.0,0.0,163.0,60.0,0.0,0.0,100.0,29.0,6.0,7.0,8.0,4.0,12314.0,12704.0,http://157.245.145.0/live_casino,17.0,0.0,0.0
2d4cc971-ee0b-41f8-82c6-dc8c5f42d54a,0.0,CC,279.0,1.0,0.0,66.0,17.0,14.0,3.0,0.0,0.0,0.0,483.0,85.0,398.0,Lottery,0.0,0.0,0.0,0.0,150.0,22.0,0.0,0.0,95.0,50.0,5.0,5.0,5.0,2.0,2171.0,2298.0,http://157.245.145.0/lottery,7.0,0.0,0.0
35677a0b-9c0a-448f-9547-c57e5e5401ad,0.0,CC,279.0,1.0,0.0,66.0,17.0,14.0,3.0,0.0,0.0,0.0,483.0,85.0,398.0,Lottery,4.0,0.0,0.0,1.0,150.0,22.0,0.0,0.0,100.0,40.0,5.0,5.0,5.0,3.0,2219.0,2382.0,http://157.245.145.0/lottery,7.0,0.0,0.0
d86741cf-2aca-4f5a-befc-0a4a34801cc8,0.0,CC,553.0,33.0,1.0,130.0,17.0,14.0,3.0,0.0,0.0,0.0,987.0,234.0,753.0,Esiabet Situs Bandar Judi Slot Pulsa Terpercaya 24Jam,2.0,0.0,0.0,0.0,163.0,46.0,0.0,0.0,100.0,29.0,6.0,7.0,8.0,4.0,11355.0,11696.0,http://157.245.145.0/mobile/mobile,17.0,0.0,0.0
1269f63d-28b1-4ddc-9762-4cb03a89263e,0.0,CC,553.0,33.0,1.0,130.0,17.0,14.0,3.0,0.0,0.0,0.0,987.0,234.0,753.0,Esiabet Situs Bandar Judi Slot Pulsa Terpercaya 24Jam,0.0,0.0,0.0,0.0,163.0,46.0,0.0,0.0,100.0,29.0,6.0,7.0,8.0,4.0,11354.0,11696.0,http://157.245.145.0/number_games,17.0,0.0,0.0
f464c6a7-d64f-4f6a-9e64-dbb2d1840e83,0.0,CC,556.0,34.0,1.0,130.0,17.0,14.0,3.0,0.0,0.0,0.0,991.0,238.0,753.0,Esiabet Situs Bandar Judi Slot Pulsa Terpercaya 24Jam,2.0,0.0,0.0,0.0,163.0,62.0,0.0,0.0,100.0,29.0,6.0,7.0,8.0,4.0,12349.0,12738.0,http://157.245.145.0/number_games,17.0,0.0,0.0
db249fb2-3888-470f-ab10-1813ff59b592,0.0,CC,270.0,3.0,1.0,63.0,19.0,16.0,3.0,0.0,0.0,0.0,450.0,75.0,375.0,"Permainan Poker, Domino Kiu Kiu, Ceme Online Sever IDN dan 1G",2.0,0.0,0.0,0.0,163.0,30.0,0.0,0.0,100.0,29.0,6.0,7.0,7.0,4.0,2848.0,3218.0,http://157.245.145.0/poker,4.0,0.0,0.0
8285c6df-ccb9-4781-83f1-f2e078403478,0.0,CC,270.0,3.0,1.0,63.0,19.0,16.0,3.0,0.0,0.0,0.0,450.0,75.0,375.0,"Permainan Poker, Domino Kiu Kiu, Ceme Online Sever IDN dan 1G",4.0,0.0,0.0,1.0,163.0,28.0,0.0,0.0,100.0,29.0,6.0,7.0,7.0,4.0,2769.0,3088.0,http://157.245.145.0/poker,4.0,0.0,0.0
8728ee4a-1f8e-4828-a2a1-ef2cfdab2002,0.0,CC,422.0,11.0,0.0,84.0,10.0,8.0,2.0,0.0,0.0,0.0,1463.0,661.0,802.0,"Promo Situs Judi Online Slot, Bola, Casino, Sabung Ayam",0.0,0.0,0.0,0.0,143.0,24.0,0.0,0.0,71.0,50.0,4.0,4.0,5.0,3.0,2062.0,2839.0,http://157.245.145.0/promotion,7.0,0.0,0.0
069cdd4b-f793-42de-bca5-5b2bf8f2768f,0.0,CC,423.0,11.0,1.0,84.0,18.0,15.0,3.0,0.0,0.0,0.0,1474.0,671.0,803.0,"Promo Situs Judi Online Slot, Bola, Casino, Sabung Ayam",0.0,0.0,0.0,0.0,163.0,34.0,0.0,0.0,100.0,29.0,6.0,7.0,7.0,4.0,8837.0,9288.0,http://157.245.145.0/promotion,7.0,0.0,0.0
