UUID,label,source,Requests,Ad-blocked,Malicious,HTTPS,IPv6,Domains,Subdomains,IPs,Countries,Transfer,Size,Cookies,URL,OutGoingLinks,JSGlobalVar,secure,session,httponly,session & httponly,div,img,iframe,a,script,external_script,internal_script,form,input,textarea,Tags,No-class Tags,class Tags,Title,sensitive
a7ce2fba-829a-4ba1-9b68-1f30756259e0,1.0,OP,15.0,0.0,0.0,100.0,0.0,1.0,1.0,1.0,1.0,953.0,1952.0,1.0,https://secure.pay.appleld.com.apvsregiaodoslagos.com/hk/,0.0,13.0,0.0,1.0,0.0,0.0,23.0,3.0,0.0,27.0,5.0,5.0,0.0,1.0,5.0,0.0,128.0,86.0,42.0,Manage your Apple ID - Apple,1.0
109f5457-dced-4733-9418-0c95a8895672,1.0,OP,15.0,0.0,0.0,100.0,0.0,1.0,1.0,1.0,1.0,953.0,1952.0,1.0,https://secure.pay.appleld.com.apvsregiaodoslagos.com/hk/9e178e07b4b3439/?cmd=_update&dispatch=9e178e07b4b343966&locale=_US,0.0,13.0,0.0,1.0,0.0,0.0,23.0,3.0,0.0,27.0,5.0,5.0,0.0,1.0,5.0,0.0,128.0,86.0,42.0,Manage your Apple ID - Apple,1.0
efa83ce7-2712-4ddc-97c9-19e92ecb8f9e,1.0,OP,15.0,0.0,0.0,100.0,0.0,1.0,1.0,1.0,1.0,953.0,1952.0,1.0,https://secure.pay.appleld.com.apvsregiaodoslagos.com/hk/9e178e07b4b3439?cmd=_update&dispatch=9e178e07b4b343966&locale=_US,0.0,13.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,
37e12dfb-28a3-417d-bc1b-c6b5467ef509,1.0,OP,13.0,0.0,0.0,8.0,50.0,2.0,2.0,2.0,2.0,130.0,526.0,0.0,http://www.r3csecgstnfsb.my.id/,16.0,1.0,0.0,0.0,0.0,0.0,46.0,3.0,0.0,45.0,4.0,0.0,4.0,1.0,2.0,0.0,177.0,102.0,75.0,Log into Facebook | Facebook,1.0
49e066df-2f7a-4aeb-842d-91f0fc700552,1.0,OP,9.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,132.0,225.0,0.0,http://www.r3csecgstnfsb.my.id/m.pay.id.conf.htm,1.0,6.0,0.0,0.0,0.0,0.0,25.0,4.0,0.0,4.0,10.0,1.0,9.0,1.0,5.0,0.0,402.0,338.0,64.0,Please confirm your identity,1.0
f76c0076-c503-49ca-8ce8-3e028c12115e,1.0,OP,14.0,0.0,0.0,100.0,0.0,1.0,1.0,1.0,1.0,3.0,7.0,1.0,https://support-appleld.com.secureupdate.duilawyeryork.com/ap/bf34acd392291d9/?cmd=_update&dispatch=bf34acd392291d9da&locale=_US,0.0,0.0,0.0,1.0,0.0,0.0,23.0,3.0,0.0,27.0,5.0,5.0,0.0,1.0,5.0,0.0,119.0,77.0,42.0,Manage your Apple ID - Apple,1.0
ca24454b-0174-4d33-b6a3-c53e8ee28796,1.0,OP,15.0,0.0,0.0,100.0,0.0,1.0,1.0,1.0,1.0,3.0,7.0,1.0,https://support-appleld.com.secureupdate.duilawyeryork.com/ap/bf34acd392291d9?cmd=_update&dispatch=bf34acd392291d9da&locale=_US,0.0,0.0,0.0,1.0,0.0,0.0,23.0,3.0,0.0,27.0,5.0,5.0,0.0,1.0,5.0,0.0,119.0,77.0,42.0,Manage your Apple ID - Apple,1.0
7ee4e269-1d4e-49c9-bc41-afc2f6dad0ce,1.0,OP,13.0,0.0,0.0,100.0,0.0,1.0,1.0,1.0,1.0,88.0,422.0,0.0,https://www.r3csecgstnfsb.my.id/pay.id.conf.htm,2.0,1.0,0.0,0.0,0.0,0.0,44.0,5.0,0.0,2.0,3.0,0.0,3.0,1.0,7.0,0.0,345.0,283.0,62.0,Please confirm your identity,1.0
831df7f3-8523-45ef-aa3c-892c49665832,1.0,OP,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,http://sucursalpersonastransaccionesbancolombiaccomvalidd.small-business-solutions.biz/password.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
157d60fe-405a-4968-885e-6291b52f322b,1.0,OP,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,http://sucursalpersonastransaccionesbancolombiaccomvalidd.small-business-solutions.biz/correo.php,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,404 Not Found,0.0
8475267a-d764-46cb-9ec2-5a9ce1363c13,1.0,OP,9.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,225.0,224.0,0.0,http://your-revision.com/verify/ID,0.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,6.0,5.0,4.0,1.0,1.0,4.0,0.0,43.0,28.0,15.0, Log in to your PayPal account ,1.0
6947aef1-a7dc-48d7-9479-d239f61de893,1.0,OP,9.0,0.0,0.0,89.0,0.0,2.0,2.0,2.0,1.0,129.0,225.0,0.0,https://www.r3csecgstnfsb.my.id/m.pay.id.conf.htm,1.0,6.0,0.0,0.0,0.0,0.0,25.0,4.0,0.0,4.0,10.0,1.0,9.0,1.0,5.0,0.0,402.0,338.0,64.0,Please confirm your identity,1.0
9580b817-bc9d-44d4-afdc-c33acefb4fe4,1.0,OP,7.0,0.0,0.0,100.0,50.0,2.0,2.0,2.0,2.0,37.0,119.0,0.0,https://www.r3csecgstnfsb.my.id/m.id.help.htm,0.0,2.0,0.0,0.0,0.0,0.0,68.0,2.0,0.0,14.0,4.0,0.0,4.0,1.0,3.0,0.0,129.0,51.0,78.0,Facebook â€“ log in or sign up,1.0
a697d057-0424-4379-8517-8b7575207b8f,1.0,OP,2.0,0.0,0.0,50.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,http://amcgardiennage.com/P2w9YSZpPTFBODE4TzNDMFAwbA==,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,0.0,,0.0
034cfde4-9e4d-46d3-8d3c-0ff341deaf80,1.0,OP,3.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,52.0,82.0,0.0,http://www.womwx.net/donex,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
f0dc86be-21e6-437f-b049-e8a3a351897c,1.0,OP,3.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,52.0,82.0,0.0,http://www.womwx.net/donex/,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,11.0,8.0,Account Suspended,0.0
a215cdc5-dbba-44db-a8e4-791e8b232554,1.0,OP,30.0,0.0,0.0,100.0,0.0,1.0,1.0,1.0,1.0,75.0,92.0,0.0,http://rakuten.co.jp.rakutenaccountsdlnfwefsd.buzz/,0.0,2.0,0.0,0.0,0.0,0.0,16.0,7.0,0.0,15.0,11.0,9.0,2.0,1.0,21.0,0.0,152.0,129.0,23.0,ã€æ¥½å¤©ã€‘ãƒ­ã‚°ã‚¤ãƒ³,1.0
be2f9fd5-93ed-499e-935f-0c35f8886ed2,1.0,OP,30.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,76.0,92.0,0.0,http://rakuten.co.jp.rakuiten.top/,0.0,2.0,0.0,0.0,0.0,0.0,16.0,7.0,0.0,15.0,11.0,9.0,2.0,1.0,21.0,0.0,152.0,129.0,23.0,ã€æ¥½å¤©ã€‘ãƒ­ã‚°ã‚¤ãƒ³,1.0
9c675122-6a84-40de-8699-03b3dfd98cb9,1.0,OP,2.0,0.0,0.0,50.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,http://amcgardiennage.com/P2w9ZiZpPTFWMEs5dzdLNkE=,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,0.0,,0.0
b990f681-5e08-48e4-844f-06011e10922b,1.0,OP,9.0,0.0,0.0,89.0,67.0,6.0,6.0,7.0,4.0,76.0,258.0,8.0,http://secure-login-microsoftonline.oa.r.appspot.com/,4.0,5.0,8.0,4.0,6.0,4.0,39.0,4.0,1.0,6.0,3.0,1.0,2.0,2.0,22.0,0.0,99.0,64.0,35.0,Sign in to your account,1.0
3a79cd40-4e5d-4cbf-bf2b-536c120e60d4,1.0,OP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763889fe-9f4f-4750-9ada-039e9e192dfd,1.0,OP,17.0,0.0,0.0,100.0,0.0,1.0,1.0,1.0,1.0,3.0,7.0,1.0,https://support-appleld.com.secureupdate.duilawyeryork.com/ap/8de7543a510be2e/?cmd=_update&dispatch=8de7543a510be2efb&locale=_US,0.0,0.0,0.0,1.0,0.0,0.0,23.0,3.0,0.0,27.0,5.0,5.0,0.0,1.0,5.0,0.0,119.0,77.0,42.0,Manage your Apple ID - Apple,1.0
529732be-c787-4978-b1b8-841b08e1a439,1.0,OP,1.0,0.0,0.0,100.0,100.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,https://www.afram.org/wp-content/plugins/.1/1/dashboard/new/home/4c431fefeffe5ee661798e7eab3c2986/index_files/saved_resource.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,,0.0
98550f23-a0e3-449f-8764-841f3db52250,1.0,OP,33.0,0.0,0.0,100.0,86.0,7.0,8.0,7.0,3.0,558.0,1697.0,0.0,http://orange-fr-orange.weebly.com/,2.0,62.0,0.0,0.0,0.0,0.0,46.0,2.0,1.0,8.0,25.0,15.0,10.0,1.0,8.0,0.0,146.0,84.0,62.0,"Pour continuer, identifiez-vous... - Pour continuer, identifiez-vous...",1.0
3b993832-bfc8-491a-9bcb-054b441d25ef,1.0,OP,15.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,953.0,1952.0,1.0,http://secureupdate.appleld.com.duilawyeryork.com/ap/d554f5ab6ff2682/,0.0,13.0,0.0,1.0,0.0,0.0,23.0,3.0,0.0,27.0,5.0,5.0,0.0,1.0,5.0,0.0,128.0,86.0,42.0,Manage your Apple ID - Apple,1.0
47a44b19-52e8-4b9e-83e2-4dafcf6cd04c,1.0,OP,15.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,953.0,1952.0,1.0,http://secureupdate.appleld.com.duilawyeryork.com/ap/0b0bdf4f685db87/,0.0,13.0,0.0,1.0,0.0,0.0,23.0,3.0,0.0,27.0,5.0,5.0,0.0,1.0,5.0,0.0,128.0,86.0,42.0,Manage your Apple ID - Apple,1.0
5c6f86f5-b863-47d5-9ef0-37e318985189,1.0,OP,15.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,953.0,1952.0,1.0,http://secureupdate.appleld.com.duilawyeryork.com/ap/c29312da9254ca6/,0.0,13.0,0.0,1.0,0.0,0.0,23.0,3.0,0.0,27.0,5.0,5.0,0.0,1.0,5.0,0.0,128.0,86.0,42.0,Manage your Apple ID - Apple,1.0
eb7f4925-f445-4596-a35e-a49f678c7c1b,1.0,OP,17.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,7.0,1.0,http://support-appleld.com.secureupdate.duilawyeryork.com/ap/7db40fa013defc6/,0.0,0.0,0.0,1.0,0.0,0.0,23.0,3.0,0.0,27.0,5.0,5.0,0.0,1.0,5.0,0.0,119.0,77.0,42.0,Manage your Apple ID - Apple,1.0
fae5a3f2-e755-45df-adcb-331034b3a39a,1.0,OP,26.0,0.0,0.0,100.0,57.0,9.0,10.0,7.0,4.0,253.0,617.0,9.0,https://chat-whatsapp-c0m.uptymes.com/group/msomi-bcbiuUYFxhg98Ghgiuh9o0/,2.0,77.0,2.0,0.0,2.0,0.0,35.0,2.0,4.0,20.0,27.0,16.0,11.0,0.0,0.0,0.0,169.0,104.0,65.0,Whatsapp Group Invite,0.0
3996ad0b-be82-4f5e-92b2-c116beaad324,1.0,OP,4.0,0.0,0.0,100.0,67.0,3.0,3.0,4.0,3.0,361.0,1037.0,8.0,https://20200726172438-dot-res4po1ns5ive.rj.r.appspot.com/sf/index.php,4.0,5.0,8.0,4.0,6.0,4.0,43.0,4.0,1.0,5.0,4.0,1.0,3.0,2.0,31.0,0.0,110.0,70.0,40.0,Sign in to your account,1.0
cea397bb-c755-4578-8383-c4e2ac8a2fe7,1.0,OP,3.0,0.0,0.0,100.0,0.0,2.0,2.0,3.0,1.0,51.0,82.0,0.0,https://womwx.net/donex/index2.php?cmd=login_submit&id=cb9a923b57a56fa29aa04d9870a0eacecb9a923b57a56fa29aa04d9870a0eace&session=cb9a923b57a56fa29aa04d9870a0eacecb9a923b57a56fa29aa04d9870a0eace,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,11.0,8.0,Account Suspended,0.0
ca072fdc-2e85-4f26-b11b-7582a04ebad8,1.0,OP,3.0,0.0,0.0,100.0,0.0,2.0,2.0,3.0,1.0,51.0,82.0,0.0,https://auguxz.com/domon/index2.php?cmd=login_submit&id=5064fcb1a6dc2e4b198c0534358ee21b5064fcb1a6dc2e4b198c0534358ee21b&session=5064fcb1a6dc2e4b198c0534358ee21b5064fcb1a6dc2e4b198c0534358ee21b,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,11.0,8.0,Account Suspended,0.0
2afa07ca-9ac6-4bfd-857f-286a42e92f73,1.0,OP,3.0,0.0,0.0,100.0,0.0,2.0,2.0,3.0,1.0,51.0,82.0,0.0,https://auguxz.com/domon/index2.php?cmd=login_submit&id=b2a5dd09247bb09bb7252739c820e464b2a5dd09247bb09bb7252739c820e464&session=b2a5dd09247bb09bb7252739c820e464b2a5dd09247bb09bb7252739c820e464,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,11.0,8.0,Account Suspended,0.0
43fa8236-7f6f-4fd4-a1fe-fb79490064b1,1.0,OP,13.0,0.0,0.0,100.0,0.0,3.0,6.0,5.0,4.0,156.0,283.0,0.0,https://www.paypal.3dsecure.uk/,0.0,26.0,0.0,0.0,0.0,0.0,32.0,4.0,3.0,13.0,9.0,2.0,7.0,1.0,12.0,0.0,138.0,56.0,82.0,Log in to your PayPal account,1.0
