UUID,label,source,Requests,Ad-blocked,Malicious,HTTPS,IPv6,Domains,Subdomains,IPs,Countries,Transfer,Size,Cookies,URL,OutGoingLinks,JSGlobalVar,secure,session,httponly,session & httponly,div,img,iframe,a,script,external_script,internal_script,form,input,textarea,Tags,No-class Tags,class Tags,Title,sensitive
UUID,1.0,OP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99f08186-bd6f-46c7-a41f-e0358bed27d6,1.0,OP,3.0,0.0,0.0,100.0,0.0,1.0,1.0,1.0,1.0,156.0,157.0,0.0,http://www.anadolutoptan.com/admin/view/tmp/secure.bankofamerica.comloginsign-insignOnV2Screen.go,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,17.0,17.0,0.0,Bank of America | Online Banking | Sign In | Online ID,1.0
164ccff2-40f4-4ef6-b5ea-680275cf782a,1.0,OP,1.0,0.0,0.0,100.0,0.0,1.0,1.0,1.0,1.0,7.0,7.0,0.0,https://neredebetet.com/officefiles/secure-docu/microsoft.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,509 Bandwidth Limit Exceeded,0.0
5c4286b8-1839-4f88-8084-984f8b36c92a,1.0,OP,8.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,214.0,396.0,0.0,http://www.archiestore.co.za/wp-content/plugins/Absa/Absa_Payment/,0.0,2.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,2.0,2.0,0.0,1.0,3.0,0.0,97.0,90.0,7.0, ABSA E-Receipts ,0.0
4c01eb76-9826-40c5-85d8-6e593f5e6f79,1.0,OP,16.0,0.0,0.0,88.0,40.0,9.0,11.0,11.0,4.0,495.0,981.0,13.0,http://www.thomsrentacar.com/wp-content/upgrade/nbgft3yugrewtf67rgfbluergyihgyrego9reulgilyr7gtutygrreogt875ughterrfgregiyr8i743uther9toreiguh7er9guoery7598t35yt7938touyg7h03.html,0.0,14.0,13.0,7.0,10.0,6.0,34.0,7.0,1.0,10.0,8.0,7.0,1.0,1.0,6.0,0.0,123.0,74.0,49.0, Sign in,1.0
24968426-e765-4d9b-998f-f2171c4f539d,1.0,OP,10.0,0.0,0.0,10.0,50.0,2.0,2.0,2.0,2.0,382.0,561.0,1.0,http://www.sobr.org.br/wp/toto/5a9120daf18811e9ef90784298a72ddd/Up-dating.php,0.0,3.0,0.0,1.0,0.0,0.0,22.0,0.0,0.0,7.0,3.0,3.0,0.0,1.0,4.0,0.0,70.0,31.0,39.0,() ,1.0
0c807277-5c2c-44ee-b9b8-1562f953cdce,1.0,OP,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,http://service.security.contact.digitalfm107.com/intro/customer_center/customer-IDPP00C197/myaccount/signin/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,403 Forbidden,0.0
21aa8b1b-26b8-4a8a-8ab5-ef842329815e,1.0,OP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17e835b1-e4ee-4b12-b35e-0f5a86201d32,1.0,OP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543402c0-057d-4f8a-8c92-5f587059728b,1.0,OP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
