UUID,label,source,Requests,Ad-blocked,Malicious,HTTPS,IPv6,Domains,Subdomains,IPs,Countries,Transfer,Size,Cookies,URL,OutGoingLinks,JSGlobalVar,secure,session,httponly,session & httponly,div,img,iframe,a,script,external_script,internal_script,form,input,textarea,Tags,No-class Tags,class Tags,Title,sensitive
dc9e71fb-9038-417a-8fab-b98c9c8ae09f,1.0,OP,54.0,0.0,0.0,26.0,0.0,2.0,5.0,4.0,1.0,705.0,1313.0,6.0,http://trippytime.com/chasebank/,78.0,8.0,1.0,4.0,0.0,0.0,336.0,30.0,2.0,136.0,30.0,13.0,17.0,3.0,13.0,0.0,909.0,194.0,715.0,"Chase Bank - Credit Card, Mortgage, Auto, Banking Services",1.0
1868eae2-41b4-451d-94cc-1b39a248f0de,1.0,OP,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,61.0,60.0,0.0,http://trippytime.com/chasebank/info.html,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,16.0,16.0,0.0, Chase online -Account Update,0.0
d2230941-5ca8-4131-900f-3634ce2a578b,1.0,OP,3.0,0.0,0.0,100.0,0.0,1.0,1.0,1.0,1.0,61.0,60.0,0.0,https://trippytime.com/chasebank/info.html,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,16.0,16.0,0.0, Chase online -Account Update,0.0
9c528b20-9412-4322-bf2d-d5a1bcba9db9,1.0,OP,27.0,0.0,0.0,100.0,0.0,4.0,7.0,7.0,3.0,218.0,252.0,0.0,https://if-it-means-a-lot-of-you.samlekompolisi.org/landing.php,9.0,22.0,0.0,0.0,0.0,0.0,16.0,7.0,0.0,16.0,13.0,10.0,3.0,2.0,26.0,0.0,162.0,138.0,24.0,ã€æ¥½å¤©ã€‘ãƒ­ã‚°ã‚¤ãƒ³,1.0
95213db7-4ce4-4409-8c01-cfa588f2d019,1.0,OP,14.0,0.0,0.0,100.0,43.0,7.0,7.0,7.0,3.0,1292.0,1770.0,1.0,https://uqqycjkn.firebaseapp.com/,0.0,16.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,3.0,9.0,8.0,1.0,1.0,5.0,0.0,56.0,33.0,23.0,Document,1.0
5f1acedd-01b2-49e0-baad-45f321f44a2c,1.0,OP,8.0,0.0,0.0,100.0,33.0,3.0,3.0,3.0,2.0,1502.0,1554.0,0.0,https://dentistbydemand.com/chase.e.verificationnotification/surf3.php,0.0,2.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,1.0,3.0,1.0,2.0,1.0,6.0,0.0,28.0,22.0,6.0,"Verify Your Identity - chase.com.,",0.0
ad4ac730-0c56-4a7c-ad39-0b220ec2fc31,1.0,OP,3.0,0.0,0.0,100.0,0.0,2.0,2.0,3.0,2.0,51.0,82.0,0.0,https://secur01e-chase.com/profile.php,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,11.0,8.0,Account Suspended,0.0
2850a8cc-bbc0-4f81-8565-2ddaa479e1ac,1.0,OP,118.0,0.0,0.0,92.0,40.0,13.0,21.0,17.0,4.0,4097.0,14790.0,14.0,https://dentistbydemand.com/chase.e.verificationnotification/surf4.php,45.0,109.0,2.0,11.0,1.0,1.0,328.0,4.0,1.0,140.0,54.0,10.0,44.0,2.0,6.0,0.0,875.0,208.0,667.0,"Credit Card, Mortgage, Banking, Auto | Chase Online | Chase.com",0.0
b19822a1-b04f-4d6f-a181-129007c976a5,1.0,OP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
024fcbb6-6554-403d-897e-5ee36910b52e,1.0,OP,19.0,0.0,0.0,100.0,40.0,5.0,6.0,4.0,2.0,278.0,922.0,3.0,http://67.198.140.89/ap/signin?key=a@b.c&openid.assoc_handle=jpflex&openid.claimed_id=http://specs.openid.net/auth/2.0/identifier_select&openid.identity=http://specs.openid.net/auth/2.0/identifier_select&openid.mode=checkid_setup&openid.ns=http://specs.openid.net/auth/2.0&openid.pape.max_auth_age=0&openid.return_to=https://www.amazon.co.jp/?ref_%3Dnav_em_hd_re_signin&ref_=nav_em_hd_clc_signin,0.0,66.0,2.0,0.0,0.0,0.0,36.0,2.0,0.0,11.0,20.0,7.0,13.0,2.0,12.0,0.0,112.0,47.0,65.0,Amazonãƒ­ã‚°ã‚¤ãƒ³,1.0
