UUID,label,source,div,img,iframe,a,script,external_script,internal_script,form,input,textarea,Tags,No-class Tags,class Tags,Title,Cookies,secure,session,httponly,JSGlobalVar,Requests,Ad-blocked,Malicious,HTTPS,IPv6,Domains,Subdomains,IPs,Countries,Transfer,Size,URL,OutGoingLinks,sensitive
7888b686-0e12-45bd-84d5-1c3f73cc9b8b,1.0,PT,31.0,1.0,0.0,10.0,9.0,6.0,3.0,2.0,26.0,0.0,293.0,239.0,54.0,Einloggen oder neu anmelden | eBay,1.0,0.0,0.0,0.0,41.0,30.0,0.0,0.0,67.0,29.0,4.0,7.0,8.0,3.0,1252.0,1303.0,http://iquocglum.net/Sie-Ihr-Konto-091979464294811883&amp;cgi3-ViewKontakt-091979464294811883-007acctpagetype-091979464294811883=508706-Mehr-Schutz-fur-Ihr&amp;ebay@werkzeug1x1.de.html,8.0,1.0
8ca53ba0-2b12-440d-a947-6847630d2b9c,1.0,PT,31.0,1.0,0.0,10.0,8.0,5.0,3.0,2.0,26.0,0.0,292.0,238.0,54.0,Einloggen oder neu anmelden | eBay,2.0,0.0,0.0,0.0,40.0,22.0,0.0,0.0,59.0,17.0,3.0,6.0,7.0,3.0,1219.0,1213.0,http://iquocglum.net/Sie-Ihr-Konto-19365259308344050&amp;cgi3-ViewKontakt-19365259308344050-007acctpagetype-19365259308344050=397798-Mehr-Schutz-fur-Ihr&amp;info@magniflysolutions.de.html,8.0,1.0
04510c69-2797-4f86-aabd-de04db2d275b,1.0,PT,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,11.0,8.0,Account Suspended,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,67.0,0.0,2.0,2.0,3.0,1.0,51.0,82.0,http://www.khanandmuezzin.com/wp-sch/login.htm,0.0,0.0
38bec2f9-e308-427a-843d-443262109f29,1.0,PT,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,11.0,8.0,Account Suspended,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,67.0,0.0,2.0,2.0,3.0,1.0,51.0,82.0,http://www.khanandmuezzin.com/wp-sch/,0.0,0.0
c231605f-943b-454f-a6e1-8deac0a4a179,1.0,PT,271.0,76.0,0.0,210.0,19.0,13.0,6.0,4.0,18.0,0.0,1016.0,639.0,377.0,"Wells Fargo ? Banking, Credit Cards, Loans, Insurance, Mortgages & More",0.0,0.0,0.0,0.0,153.0,74.0,0.0,0.0,86.0,0.0,4.0,10.0,9.0,4.0,1430.0,2110.0,http://projonmowave.com/wp-admin/includes/HJK/VN/wells/,152.0,1.0
6825a390-a368-44cd-bf17-cbc11d504bda,1.0,PT,271.0,76.0,0.0,210.0,19.0,13.0,6.0,4.0,18.0,0.0,1016.0,639.0,377.0,"Wells Fargo ? Banking, Credit Cards, Loans, Insurance, Mortgages & More",0.0,0.0,0.0,0.0,153.0,69.0,0.0,0.0,88.0,0.0,4.0,10.0,9.0,4.0,1367.0,2048.0,http://projonmowave.com/wp-admin/includes/HJK/VN/wells/index.html,152.0,1.0
fe5c9200-c7ed-4480-8b36-c824d64fbd9f,1.0,PT,22.0,1.0,0.0,19.0,10.0,7.0,3.0,2.0,20.0,0.0,122.0,95.0,27.0,Wells Fargo Sign On to View Your Accounts,0.0,0.0,0.0,0.0,163.0,14.0,0.0,0.0,7.0,0.0,2.0,2.0,2.0,2.0,258.0,286.0,http://projonmowave.com/wp-admin/includes/HJK/VN/wells/wells.htm,14.0,1.0
838bd972-36e7-495f-abe7-2659bf5b65e2,1.0,PT,4.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,34.0,12.0,SpaceWeb,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,519.0,538.0,http://carguelast.temp.swtest.ru/8d4e930456ef9a187649aa5bc6409cc9/index.php?nBCVSvsD3814577238=CyV6h4sQfMm,4.0,0.0
47a10fb4-5984-4af8-8c9f-9728a3c9bef7,1.0,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
0453fb99-240f-4287-ac10-90d1d86609ec,1.0,PT,142.0,2.0,0.0,598.0,6.0,0.0,6.0,2.0,14.0,0.0,1612.0,1328.0,284.0,:-:,0.0,0.0,0.0,0.0,9.0,44.0,0.0,0.0,75.0,0.0,2.0,2.0,2.0,2.0,893.0,877.0,http://institutokultur.org.br/includes/site/ativabb/ambienteLayout=completo.php#213820.shtml-%20#OExoh#vtPWEymA4@c5V2Y!s$undJ*uMfvu#Num7$B-mi*Vw3NQmd*qag#9tVCKxlOPLWAg1%kp9hiM4G410dx32T6jBP6P2AGeqY*V5AOcxHqd0T0vZpM6%MsYnu*ijCBY0o82usj-wH1ajU#X59D6Tr!76jKgdQB5MKAXq3N2D86ETtw$R6v1LniTMk*Da2qAlkQF4c6DaGzOc96MLBrUxntC5ejTj7ILNg6eRqKp!Wh0o7Lh-rsgKLl!LL#JUyB@MjGDj-8G$s5tF6Tr85bjDH88uF2fZPRN9KHfzn!Z1,34.0,0.0
4031c22d-22c1-4182-bd65-fadec96b9156,1.0,PT,17.0,1.0,1.0,7.0,7.0,4.0,3.0,0.0,0.0,0.0,57.0,42.0,15.0,Welcome reset-paypal.com - BlueHost.com,5.0,0.0,1.0,0.0,11.0,12.0,0.0,0.0,75.0,50.0,8.0,8.0,6.0,4.0,72.0,175.0,http://reset-paypal.com/my/signin.html,6.0,0.0
fab9307d-2027-419a-b8df-f3f4a014010c,1.0,PT,37.0,3.0,1.0,5.0,0.0,0.0,0.0,2.0,22.0,0.0,86.0,56.0,30.0,Sign in to your account,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,69.0,25.0,5.0,5.0,5.0,2.0,6843.0,10503.0,https://dtnturztion.com/file/,0.0,1.0
f9cc5d3c-e183-4bb5-b13a-dbb05b1ac110,1.0,PT,10.0,8.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,34.0,32.0,"(1) New File | Secure File Sharing, Storage and Collaboration",1.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,94.0,75.0,4.0,4.0,4.0,3.0,272.0,458.0,https://almagottlieb.com/Partners/box/,0.0,0.0
e3b90fe9-d9cc-40b7-9782-dff57651005c,1.0,PT,10.0,8.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,34.0,32.0,"(1) New File | Secure File Sharing, Storage and Collaboration",1.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,94.0,75.0,4.0,4.0,4.0,3.0,272.0,458.0,https://almagottlieb.com/Partners/box/,0.0,0.0
a71575c5-598b-4706-9622-e3877f584c2b,1.0,PT,13.0,10.0,0.0,7.0,3.0,1.0,2.0,1.0,4.0,0.0,45.0,43.0,2.0,Daum ë¡œê·¸ì¸,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,8.0,0.0,2.0,2.0,2.0,2.0,27.0,24.0,http://nixtechnix.com/hhhh/li/login.php?cmd=login_submit&amp;id=29bf9f45224cfb860c87b35e4cf2d3d329bf9f45224cfb860c87b35e4cf2d3d3&amp;session=29bf9f45224cfb860c87b35e4cf2d3d329bf9f45224cfb860c87b35e4cf2d3d3,0.0,1.0
c7dbdd1d-a492-4f6f-b38d-d46f858d665d,1.0,PT,13.0,10.0,0.0,7.0,3.0,1.0,2.0,1.0,4.0,0.0,45.0,43.0,2.0,Daum ë¡œê·¸ì¸,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,8.0,0.0,2.0,2.0,2.0,2.0,27.0,24.0,http://nixtechnix.com/hhhh/li/login.php?ul=_LkeFUq_VJOXRTIPtoGYDw17dsfsfd18&fid.18InboxLight.aspxn.1774256418&fid.1r245964252813InboxLight94552_Product-email&email=,0.0,1.0
08ab0464-3d41-4a08-bc57-a9b5da1c8fbb,1.0,PT,13.0,10.0,0.0,7.0,3.0,1.0,2.0,1.0,4.0,0.0,45.0,43.0,2.0,Daum ë¡œê·¸ì¸,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,8.0,0.0,2.0,2.0,2.0,2.0,27.0,24.0,http://nixtechnix.com/hhhh/li/login.=,0.0,1.0
