UUID,label,source,div,img,iframe,a,script,external_script,internal_script,form,input,textarea,Tags,No-class Tags,class Tags,Title,Cookies,secure,session,httponly,JSGlobalVar,Requests,Ad-blocked,Malicious,HTTPS,IPv6,Domains,Subdomains,IPs,Countries,Transfer,Size,URL,OutGoingLinks
c7e86c2c-bbca-4249-b301-154bcaaa7d32,1.0,OP,7.0,2.0,0.0,6.0,3.0,2.0,1.0,1.0,7.0,0.0,72.0,49.0,23.0,RuneScape Log In,5.0,0.0,3.0,0.0,9.0,15.0,0.0,0.0,7.0,50.0,2.0,2.0,3.0,2.0,1088.0,1492.0,"https://secure.runescape.com-zx.ru/m=weblogin/loginform895,326,489,42156938,1",5.0
b3271499-af48-4977-94f8-c10d239c5901,1.0,OP,7.0,2.0,0.0,6.0,3.0,2.0,1.0,1.0,7.0,0.0,72.0,49.0,23.0,RuneScape Log In,5.0,0.0,3.0,0.0,9.0,15.0,0.0,0.0,100.0,50.0,2.0,2.0,3.0,2.0,1088.0,1492.0,"https://secure.runescape.com-un.ru/m=weblogin/loginform393,251,320,21367827,1",5.0
fc82e771-47f5-4116-983c-6733144936cd,1.0,OP,7.0,2.0,0.0,6.0,3.0,2.0,1.0,1.0,7.0,0.0,72.0,49.0,23.0,RuneScape Log In,5.0,0.0,3.0,0.0,9.0,15.0,0.0,0.0,100.0,50.0,2.0,2.0,3.0,2.0,1088.0,1484.0,"https://secure.runescape.com-en.ru/m=weblogin/loginform169,512,855,86554472,1",5.0
ea805815-8dfb-43c8-bbb7-8be5c07d8c75,1.0,OP,14.0,3.0,1.0,5.0,0.0,0.0,0.0,1.0,18.0,0.0,74.0,48.0,26.0,Gmail,0.0,,,,0.0,6.0,0.0,0.0,50.0,50.0,2.0,2.0,2.0,2.0,38.0,37.0,http://husolicitors.com.au/administration/update2018/indexgmail.htm,5.0
3ba674a9-8529-4f15-ac1d-56e6eefb4f6c,1.0,OP,12.0,4.0,0.0,6.0,9.0,8.0,1.0,1.0,2.0,0.0,72.0,48.0,24.0,Microsoft | SharePoint,0.0,,,,7.0,17.0,0.0,0.0,100.0,71.0,7.0,8.0,7.0,3.0,534.0,1109.0,https://storage.googleapis.com/logliveauthentication/ob/sharepD7/accessms/index.html,0.0
3b671ba9-79a2-42b9-88c2-e1e8f7556717,1.0,OP,3.0,4.0,0.0,0.0,3.0,3.0,0.0,1.0,3.0,0.0,38.0,25.0,13.0,Itau Card | Identifica̤̣o,1.0,0.0,1.0,1.0,5.0,11.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,230.0,280.0,https://clientltau.com/promocao/descontao/card/home.php,0.0
6c754bf8-266b-4c6b-aa7e-10f828418f68,1.0,OP,7.0,4.0,0.0,1.0,3.0,1.0,2.0,1.0,4.0,0.0,28.0,24.0,4.0,KTB netbank : Internet Banking,0.0,,,,2.0,8.0,0.0,0.0,100.0,33.0,3.0,3.0,3.0,2.0,1033.0,1085.0,https://music-for-events.com/odrezie/bkhar/autoapp/login.php,0.0
8c3c7b94-af05-4e6e-827e-29e60da47e41,1.0,OP,27.0,11.0,1.0,12.0,7.0,3.0,4.0,0.0,0.0,0.0,134.0,108.0,26.0,AdobeCloudFile-Document.PDF,0.0,,,,6.0,15.0,0.0,0.0,67.0,67.0,5.0,6.0,7.0,2.0,203.0,572.0,http://www.ganamela.com/wp-admin/includes/002/nsw/data/UntitledNotebook1.html?run=login_cmd&statuts=f17ca2c829680ada2fec9fc87bc5f606be61014bd961ae91fa18b8094597e1de,0.0
985e907c-45b4-4206-9d95-4825cb268c58,1.0,OP,39.0,0.0,0.0,9.0,3.0,3.0,0.0,1.0,4.0,0.0,93.0,23.0,70.0,Amazon Sign In,0.0,,,,2.0,8.0,0.0,0.0,100.0,0.0,1.0,1.0,1.0,1.0,442.0,440.0,https://nataliemerowsky.com/reactivate/mazon/b030a/signin.php?login,0.0
e2471bee-48da-4bfa-8395-9bb89ce123d5,1.0,OP,9.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,2.0,0.0,51.0,34.0,17.0,Suspected phishing site | Cloudflare,1.0,1.0,0.0,1.0,5.0,8.0,0.0,0.0,100.0,100.0,1.0,1.0,1.0,1.0,62.0,108.0,https://chiliwi.buzz/admin/docusign17/,1.0
9343e320-2ffe-4e7c-8ee9-b76aeb6879c3,1.0,OP,2.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,2.0,0.0,19.0,13.0,6.0,Webmail Login,4.0,0.0,0.0,1.0,8.0,7.0,0.0,0.0,29.0,100.0,5.0,5.0,4.0,3.0,151.0,188.0,http://www.ziomik.net/wordpress/wp-content/themes/twentytwelve/inc/Webmail/,0.0
190e3de6-10af-4834-bc0b-3d065ca92c72,1.0,OP,7.0,2.0,0.0,6.0,3.0,2.0,1.0,1.0,7.0,0.0,72.0,49.0,23.0,RuneScape Log In,5.0,0.0,3.0,0.0,9.0,15.0,0.0,0.0,100.0,50.0,2.0,2.0,3.0,2.0,1088.0,1492.0,"https://secure.runescape.com-un.ru/m=weblogin/loginform830,928,804,11824189,1",5.0
8109b467-190b-4cff-84ec-a0c41e6befff,1.0,OP,7.0,2.0,0.0,6.0,3.0,2.0,1.0,1.0,7.0,0.0,72.0,49.0,23.0,RuneScape Log In,5.0,0.0,3.0,0.0,9.0,15.0,0.0,0.0,100.0,50.0,2.0,2.0,3.0,2.0,1088.0,1492.0,"https://secure.runescape.com-un.ru/m=weblogin/loginform685,651,343,44150596,1",5.0
844dd9e5-e815-4f82-bb3f-290992812ab3,1.0,OP,10.0,8.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,34.0,32.0,"(1) New File | Secure File Sharing, Storage and Collaboration",1.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,94.0,75.0,4.0,4.0,4.0,3.0,272.0,458.0,https://almagottlieb.com/Partners/box/,0.0
a9b230dd-b61e-40c9-bb3d-f341d473f132,1.0,OP,7.0,2.0,0.0,6.0,3.0,2.0,1.0,1.0,7.0,0.0,72.0,49.0,23.0,RuneScape Log In,5.0,0.0,3.0,0.0,9.0,15.0,0.0,0.0,100.0,50.0,2.0,2.0,3.0,2.0,1088.0,1492.0,"https://secure.runescape.com-en.ru/m=weblogin/loginform817,140,155,18336958,1",5.0
f2e483be-1a8e-45e3-b9c0-61a15688d31b,1.0,OP,7.0,2.0,0.0,6.0,3.0,2.0,1.0,1.0,7.0,0.0,72.0,49.0,23.0,RuneScape Log In,5.0,0.0,3.0,0.0,9.0,15.0,0.0,0.0,100.0,50.0,2.0,2.0,3.0,2.0,1088.0,1492.0,"https://secure.runescape.com-un.ru/m=weblogin/loginform8161,83668,75449,2364,1948",5.0
