UUID,label,source,Requests,Ad-blocked,Malicious,HTTPS,IPv6,Domains,Subdomains,IPs,Countries,Transfer,Size,Cookies,URL,OutGoingLinks,JSGlobalVar,secure,session,httponly,session & httponly,div,img,iframe,a,script,external_script,internal_script,form,input,textarea,Tags,No-class Tags,class Tags,Title,sensitive
ae8689d5-7b6f-4c62-89c1-27e6f6adcf8d,0.0,CC,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,http://177.8.49.103:82/robots.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,Apache Tomcat/5.5.32 - Error report,0.0
a12016c7-5f6d-49cd-a7d1-d475917c4c18,0.0,CC,3.0,0.0,0.0,67.0,0.0,2.0,2.0,3.0,2.0,51.0,82.0,0.0,http://116.90.49.103/cgi-sys/suspendedpage.cgi,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,11.0,8.0,Account Suspended,0.0
9b9ed05a-fcb7-4327-898b-a4ee02ab9e0e,0.0,CC,3.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,11.0,21.0,0.0,http://116.90.49.103/robots.txt,1.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,15.0,14.0,404 Not Found,0.0
36f6c742-013a-4427-b236-69e0745fa806,0.0,CC,3.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,11.0,21.0,0.0,http://116.90.49.103/~peterwyn/,1.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,15.0,14.0,404 Not Found,0.0
ca8e3b66-44d3-4b53-bb3a-c932a04e7ce4,0.0,CC,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,http://36.133.50.103:8081/robots.txt,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
7f378924-9f91-4e4b-84db-ed43c2286425,0.0,CC,25.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1162.0,1157.0,0.0,http://36.133.50.103:8081/sszt-sjzfwrxPortal/html/cxyzm.html,0.0,22.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
43edd3ab-8d72-4769-87fd-68cf38412645,0.0,CC,13.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,44.0,112.0,1.0,http://89.109.52.103:32500/,1.0,25.0,0.0,1.0,1.0,1.0,7.0,44.0,0.0,44.0,3.0,2.0,1.0,2.0,41.0,0.0,365.0,273.0,92.0,HFS /,0.0
f28c700f-dcdc-466a-80f6-777c70370681,0.0,CC,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,http://89.109.52.103:32500/robots.txt,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,,0.0
0b2cea02-c0fb-4d5a-934c-8e5a1c4d7b2b,0.0,CC,24.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,227.0,220.0,1.0,http://89.109.52.103:8081/mb_new/opac_css/,3.0,26.0,0.0,1.0,0.0,0.0,294.0,207.0,0.0,225.0,5.0,1.0,4.0,3.0,16.0,0.0,1264.0,981.0,283.0, Ð‘Ð¸Ð±Ð»Ð¸Ð¾Ñ‚ÐµÐºÐ°.,1.0
963c7483-d7a7-477a-aa9b-75ade91e35ef,0.0,CC,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,http://89.109.52.103:8081/robots.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,404 Not Found,0.0
8e7a8998-00a2-4590-b1a8-9e54c58cfbf3,0.0,CC,45.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1470.0,2611.0,0.0,http://170.239.56.103/consultaespecies/,0.0,370.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
f6768e4e-ca6c-4d77-85e3-aab9ec8ca57c,0.0,CC,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,http://170.239.56.103/robots.txt,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,1.0,404 - File or directory not found.,0.0
bd513b41-cd1f-425b-a93c-2c6ef7e1df5c,0.0,CC,143.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,768.0,725.0,0.0,http://159.213.57.103/lamma-webgis/windgis.phtml,4.0,77.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,11.0,5.0,4.0,1.0,0.0,0.0,0.0,122.0,119.0,3.0,WINDGIS - Sistema per la valutazione del potenziale eolico della Regione Toscana,0.0
ab22556e-a679-4f18-ad0a-fe5ad1554171,0.0,CC,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,http://159.213.57.103/robots.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,404 Not Found,0.0
