UUID,label,source,Requests,Ad-blocked,Malicious,HTTPS,IPv6,Domains,Subdomains,IPs,Countries,Transfer,Size,Cookies,URL,OutGoingLinks,JSGlobalVar,secure,session,httponly,session & httponly,div,img,iframe,a,script,external_script,internal_script,form,input,textarea,Tags,No-class Tags,class Tags,Title,sensitive
4c5f0b44-6002-4009-a967-af800c987ac9,1.0,OP,19.0,0.0,0.0,100.0,71.0,7.0,9.0,8.0,3.0,2513.0,2941.0,0.0,https://durationgrow.com/CrackHead/BoxToBoxCracking/xx/,0.0,7.0,0.0,0.0,0.0,0.0,29.0,4.0,0.0,2.0,9.0,8.0,1.0,1.0,3.0,0.0,97.0,48.0,49.0,OneDrive | Login,1.0
3e6ca3ee-1963-4291-b963-46b8b60893f4,1.0,OP,2.0,0.0,0.0,100.0,50.0,2.0,2.0,2.0,2.0,7.0,7.0,0.0,https://spll.co.in/usa.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,44.0,1.0,,0.0
a1031fba-2c7e-4334-80cb-38149fa8929d,1.0,OP,30.0,0.0,0.0,47.0,29.0,13.0,16.0,14.0,6.0,673.0,1164.0,0.0,http://artisanscrafted.com/login.xfinty.com/login.xfinity.com/login.php?p=aamkadcymwnlogu4lta1mtctngu5nc04nmvhltm2zjy2mwq1oduyzqauaaaaaacpl3vd8cnls4/rnhdvh%20uraqdlxttrqkyyqrnpebhbv0f3aaamdha7aaa_93894574342hdfjsixaoweue5_j1489738549283781331983743fncn_prod,4.0,16.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,13.0,14.0,11.0,3.0,1.0,3.0,0.0,99.0,69.0,30.0,Sign in to Xfinity,1.0
49d7d3b3-80f4-401c-892f-4b6cb56d0e2b,1.0,OP,15.0,0.0,0.0,100.0,33.0,2.0,3.0,4.0,3.0,150.0,352.0,0.0,https://www.modhi.no/paypal/account-verifications/customer_center/customer-IDPP00C793/myaccount/signin/?country.x=US&locale.x=en_US,6.0,23.0,0.0,0.0,0.0,0.0,69.0,1.0,2.0,36.0,9.0,7.0,2.0,0.0,5.0,0.0,335.0,204.0,131.0,Modhi |,0.0
56bc7967-d6a4-4a9e-bedd-e2adf9b6a577,1.0,OP,3.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,20.0,22.0,0.0,http://199.192.18.162/~alertchasebnknot/dropbox/DropboxF/iQv9u29d5h5jr27EDaamHj3uFu4ZOIv6z0f32ph8Hms9pzN2KXpshtWXX0XLJsSis8mvyDDf05o/,1.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,15.0,14.0,404 Not Found,0.0
af84a9e3-4c6a-4383-b06d-ad4957d0657e,1.0,OP,13.0,0.0,0.0,8.0,0.0,2.0,2.0,2.0,2.0,25.0,24.0,0.0,http://cabinetwakanda.fr/fille/daaum/login.php?cmd=login_submit,0.0,1.0,0.0,0.0,0.0,0.0,13.0,10.0,0.0,7.0,3.0,1.0,2.0,1.0,4.0,0.0,45.0,43.0,2.0,Daum ë¡œê·¸ì¸,1.0
989a24d0-f776-42a2-88f1-b203844a8197,1.0,OP,11.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,479.0,477.0,0.0,http://yovcxm.com/chase/Chase/c7939924e40eb9bfe9ae83f8a99589ba/,0.0,0.0,0.0,0.0,0.0,0.0,60.0,2.0,0.0,18.0,0.0,0.0,0.0,1.0,4.0,0.0,160.0,80.0,80.0,"Chase Bank - Credit Card, Mortgage, Auto, Banking Services",1.0
c6aa73c8-9ec3-4a51-bec5-76b981bed698,1.0,OP,11.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,479.0,477.0,0.0,http://yovcxm.com/chase/Chase/c7939924e40eb9bfe9ae83f8a99589ba/,0.0,0.0,0.0,0.0,0.0,0.0,60.0,2.0,0.0,18.0,0.0,0.0,0.0,1.0,4.0,0.0,160.0,80.0,80.0,"Chase Bank - Credit Card, Mortgage, Auto, Banking Services",1.0
1262e184-3561-4fd5-b4ed-d9601aa5254a,1.0,OP,35.0,0.0,0.0,20.0,20.0,11.0,11.0,10.0,7.0,588.0,2633.0,3.0,http://franchisedealer.in/whne/llyo/login.php?cmd=login_submit&id=MTczNjE3NTg5Mg==MTczNjE3NTg5Mg==&session=MTczNjE3NTg5Mg==MTczNjE3NTg5Mg==,1.0,140.0,0.0,2.0,0.0,0.0,47.0,5.0,1.0,17.0,23.0,18.0,5.0,1.0,13.0,0.0,146.0,92.0,54.0,Lloyds Bank - Mobile Banking - Login,1.0
0b64f81d-dea7-406b-bdd6-db6aa18a69fb,1.0,OP,5.0,0.0,0.0,100.0,100.0,2.0,3.0,2.0,2.0,36.0,109.0,2.0,http://www.zabor-vn.com/system/csvprice_pro/smart/customer_center/customer-IDPP00C354/myaccount/signin/,0.0,3.0,1.0,1.0,1.0,0.0,24.0,0.0,0.0,5.0,4.0,1.0,3.0,1.0,3.0,0.0,73.0,18.0,55.0,Log in to your PayPal Account,1.0
59c84df9-b173-4a43-af4a-db2192d3c622,1.0,OP,2.0,0.0,0.0,50.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,http://amcgardiennage.com/P2w9ZSZpPTIyN2UxbzZ3OVcydg==,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,0.0,,0.0
754ddb15-b7d7-445b-8c93-9ec16775fe7a,1.0,OP,7.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,24.0,30.0,0.0,http://mail.budi.whatsap.com.byefree.org/,2.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,21.0,18.0,Default Web Site Page,0.0
0b1e2454-1dbd-495a-a306-b4c4f9219176,1.0,OP,7.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,24.0,30.0,0.0,http://budi.whatsap.com.byefree.org/,2.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,21.0,18.0,Default Web Site Page,0.0
facff40e-a746-4197-b135-9556a61ce03f,1.0,OP,5.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,67.0,66.0,0.0,http://srv88829.ht-test.ru/soup/soup/post/china/logistics/ems.php?email=sales@incredibuild.com,4.0,1.0,0.0,0.0,0.0,0.0,23.0,4.0,0.0,9.0,2.0,0.0,2.0,1.0,2.0,0.0,66.0,49.0,17.0,ä¸­å›½é‚®æ”¿é€Ÿé€’ç‰©æµ,1.0
e9b4fe36-ab66-4232-b1ab-aa86bc06b818,1.0,OP,19.0,0.0,0.0,100.0,25.0,5.0,6.0,3.0,3.0,278.0,922.0,3.0,http://98.126.214.77/ap/signin?key=a@b.c&openid.assoc_handle=jpflex&openid.claimed_id=http://specs.openid.net/auth/2.0/identifier_select&openid.identity=http://specs.openid.net/auth/2.0/identifier_select&openid.mode=checkid_setup&openid.ns=http://specs.openid.net/auth/2.0&openid.pape.max_auth_age=0&openid.return_to=https://www.amazon.co.jp/?ref_%3Dnav_em_hd_re_signin&ref_=nav_em_hd_clc_signin,0.0,66.0,2.0,0.0,0.0,0.0,36.0,2.0,0.0,11.0,20.0,7.0,13.0,2.0,12.0,0.0,112.0,47.0,65.0,Amazonãƒ­ã‚°ã‚¤ãƒ³,1.0
b8af350c-63bf-4c1b-a719-ae45ab1c9518,1.0,OP,9.0,0.0,0.0,100.0,50.0,2.0,2.0,2.0,2.0,424.0,477.0,0.0,https://bellopharma.com/wp-admin/includes/office/mfilealldom/mfile/d6c0a75a423ae5666d6ddac5418ae522/?Key=63288264967&rand=13InboxLightaspxn.632882649671774256418&fid.4.1252899642&fid=1&fav.1&rand.13InboxLight.aspxn..1774256418&fid.1252899642&fid.1&fav.1&login=&.rand=13InboxLight.aspx?n=632882649671774256418&fid=4,0.0,45.0,0.0,0.0,0.0,0.0,34.0,4.0,0.0,4.0,3.0,1.0,2.0,1.0,13.0,0.0,70.0,35.0,35.0,Sign in to your MÃŽcrosoft account,1.0
70c9fdd7-abb1-4d0e-aa27-5f781f254605,1.0,OP,5.0,0.0,0.0,100.0,50.0,2.0,3.0,2.0,2.0,98.0,97.0,2.0,https://signinyourattyahoomailforupdatingwebpage.weebly.com/,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,20.0,13.0,7.0,404 - Page Not Found,0.0
2451f6f1-1f08-4294-9b51-542c85f73fd8,1.0,OP,20.0,0.0,0.0,100.0,0.0,2.0,2.0,2.0,2.0,87.0,178.0,0.0,https://rsu.tangerangselatankota.go.id/wp-content/ngg/modules/photocrati-ajax/static/LOGIN/LOGIN/postale/ee79c/,0.0,45.0,0.0,0.0,0.0,0.0,21.0,16.0,0.0,0.0,5.0,4.0,1.0,1.0,12.0,0.0,84.0,75.0,9.0,Identification - La Banque Postale,1.0
a24bf2ef-5a66-40bf-a97c-5c6fe9137da2,1.0,OP,71.0,0.0,0.0,99.0,0.0,3.0,3.0,3.0,2.0,377.0,1200.0,0.0,https://rsu.tangerangselatankota.go.id/wp-content/ngg/modules/photocrati-ajax/static/LOGIN/LOGIN/postale/ee79c/index2.html,0.0,368.0,0.0,0.0,0.0,0.0,20.0,9.0,0.0,38.0,40.0,35.0,5.0,1.0,11.0,0.0,231.0,171.0,60.0,La Banque Postale - Gestion de compte par Internet - Service indisponible,1.0
83309c71-ae95-4637-bb2e-fd414d8191c6,1.0,OP,11.0,0.0,0.0,27.0,67.0,3.0,3.0,4.0,2.0,239.0,454.0,4.0,http://chat-whattsapp.com/E9LjuThA77MGySZiwvSzQG/,1.0,43.0,0.0,1.0,0.0,0.0,34.0,2.0,0.0,6.0,13.0,7.0,6.0,0.0,0.0,0.0,127.0,61.0,66.0,Whatsapp Group Invite,0.0
7cfabcd6-cdf4-4965-b5ef-ce49108458b5,1.0,OP,9.0,0.0,0.0,100.0,67.0,6.0,6.0,7.0,4.0,76.0,258.0,8.0,https://d48dkduy4mnnxh.du.r.appspot.com/jim@thejimburkefamily.com,4.0,5.0,8.0,4.0,6.0,4.0,39.0,4.0,1.0,6.0,3.0,1.0,2.0,2.0,22.0,0.0,97.0,62.0,35.0,Sign in to your account,1.0
adfbb119-7340-4a53-bced-ac73c5300b90,1.0,OP,17.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,7.0,1.0,http://www.support-appleld.com.secureupdate.duilawyeryork.com/ap/0a15f178fe22e09/?cmd=_update&dispatch=0a15f178fe22e0990&locale=_US,0.0,0.0,0.0,1.0,0.0,0.0,23.0,3.0,0.0,27.0,5.0,5.0,0.0,1.0,5.0,0.0,119.0,77.0,42.0,Manage your Apple ID - Apple,1.0
