UUID,label,source,Requests,Ad-blocked,Malicious,HTTPS,IPv6,Domains,Subdomains,IPs,Countries,Transfer,Size,Cookies,URL,OutGoingLinks,JSGlobalVar,secure,session,httponly,session & httponly,div,img,iframe,a,script,external_script,internal_script,form,input,textarea,Tags,No-class Tags,class Tags,Title,sensitive
0cd53409-8b7d-4584-a1f5-d74091ca814b,1.0,OP,15.0,0.0,0.0,33.0,100.0,3.0,4.0,2.0,1.0,72.0,255.0,1.0,https://blog.fbhackpass.com/how-to-hack-an-facebook-account-online-in-2019/,9.0,8.0,0.0,0.0,1.0,0.0,62.0,8.0,0.0,52.0,5.0,4.0,1.0,1.0,7.0,1.0,346.0,186.0,160.0,How to hack an facebook account online in 2019 | Facebook Hack News,1.0
9d18d260-c274-4acb-bc18-6f2109e5f01f,1.0,OP,11.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,204.0,473.0,1.0,http://www.lks.co.in/vendor/phpunit/phpunit/src/Util/PHP/chase/home/home/,0.0,0.0,0.0,1.0,0.0,0.0,60.0,2.0,0.0,18.0,0.0,0.0,0.0,1.0,5.0,0.0,161.0,81.0,80.0,"Chase Bank - Credit Card, Mortgage, Auto, Banking Services",1.0
c7e2bfb7-69e6-4e90-bfdc-140e563143dd,1.0,OP,11.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,204.0,473.0,1.0,http://www.lks.co.in/vendor/phpunit/phpunit/src/Util/PHP/chase/home/home/,0.0,0.0,0.0,1.0,0.0,0.0,60.0,2.0,0.0,18.0,0.0,0.0,0.0,1.0,5.0,0.0,161.0,81.0,80.0,"Chase Bank - Credit Card, Mortgage, Auto, Banking Services",1.0
444dfc7c-811e-4c7a-a9d4-240e61c9d5d5,1.0,OP,2.0,0.0,0.0,50.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,http://amcgardiennage.com/P2w9ZSZpPTlSMlA0dzd2NDg=?fbclid=IwAR1d-ILJafa7T8Qc3loEpYHnkUKBHDAZ8HkLLQkfbgILvnl6B2Xo1do4zkg,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,0.0,,0.0
ff8b58c5-c75c-4804-b8fb-71e28fa0e134,1.0,OP,5.0,0.0,0.0,100.0,50.0,2.0,2.0,3.0,2.0,161.0,249.0,0.0,https://qwwyljmwhvkwijoxufrnsobrnzfrmyxfcxda-dot-gl494903049.wl.r.appspot.com/,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,11.0,10.0,1.0,Outlook Web App,0.0
496dbb8a-fc9f-4fc4-b962-d68a7056be00,1.0,OP,38.0,0.0,0.0,100.0,100.0,9.0,10.0,7.0,3.0,907.0,1923.0,6.0,https://hacknetfl1x.net/generador-de-netflix/,0.0,53.0,2.0,0.0,3.0,0.0,63.0,7.0,6.0,2.0,18.0,12.0,6.0,2.0,1.0,0.0,172.0,72.0,100.0,ðŸ¥‡ Generador â‡’ Cuentas NETFLIX GRATIS 2020,0.0
5b5547b7-7cfa-468e-9cc1-963631937c15,1.0,OP,15.0,0.0,0.0,73.0,86.0,7.0,9.0,8.0,3.0,238.0,598.0,0.0,https://firebasestorage.googleapis.com/v0/b/vgrthu767564gtfrc.appspot.com/o/br-f-y8544d-h8%2Ft787g77g.html?alt=media&token=28472bcd-dfc6-4c42-8b9b-c48c71f51eb5#sales@doherty.hu,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
d008b050-8621-449b-ad78-f0edb8da53a6,1.0,OP,1.0,0.0,0.0,100.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,https://jagdambamedicalstore.com/include/boy/Linkedin/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,403 Forbidden,0.0
0f8eef12-ebf9-4e7b-91a3-5726c6c56914,1.0,OP,15.0,0.0,0.0,27.0,50.0,2.0,3.0,3.0,2.0,663.0,786.0,0.0,http://www.saatlihat.com/chaseonline7a.com/,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,6.0,6.0,0.0,1.0,2.0,0.0,58.0,48.0,10.0,Chase Online,0.0
efa81a65-027c-418a-b96e-17d6f293c38e,1.0,OP,16.0,0.0,0.0,25.0,50.0,2.0,3.0,3.0,2.0,663.0,786.0,0.0,http://www.saatberdua.com/chaseonline.com/,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,6.0,6.0,0.0,1.0,2.0,0.0,58.0,48.0,10.0,Chase Online,0.0
11bab6a4-8dfd-4e2f-8490-899d0bdd75b2,1.0,OP,57.0,0.0,0.0,58.0,23.0,9.0,13.0,13.0,5.0,407.0,1049.0,0.0,https://ohana-hills.com/1/a.html,101.0,34.0,0.0,0.0,0.0,0.0,303.0,7.0,1.0,217.0,27.0,20.0,7.0,6.0,10.0,0.0,742.0,138.0,604.0,BT.com Business,1.0
f2f2269b-2d8c-4ac5-bf7c-c28680e7cc57,1.0,OP,57.0,0.0,0.0,58.0,15.0,9.0,13.0,13.0,5.0,407.0,1049.0,6.0,https://oakland-ksa.org/2/b.html,101.0,34.0,2.0,2.0,0.0,0.0,303.0,7.0,1.0,217.0,27.0,20.0,7.0,6.0,10.0,0.0,742.0,138.0,604.0,BT.com Business,1.0
2c1072a5-d72c-49f1-bf59-5e6ea34cd4a5,1.0,OP,14.0,0.0,0.0,100.0,57.0,7.0,7.0,7.0,4.0,1291.0,1770.0,1.0,https://zavb8cuhji.web.app/,0.0,16.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,3.0,9.0,8.0,1.0,1.0,5.0,0.0,56.0,33.0,23.0,Document,1.0
a7627010-884f-4f1c-a424-6d8a3b5e8280,1.0,OP,8.0,0.0,0.0,100.0,33.0,3.0,3.0,3.0,2.0,1506.0,1554.0,0.0,https://promintra.in/e.chase.verification.online/surf3.php,0.0,2.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,1.0,3.0,1.0,2.0,1.0,6.0,0.0,28.0,22.0,6.0,"Verify Your Identity - chase.com.,",0.0
