UUID,label,source,div,img,iframe,a,script,external_script,internal_script,form,input,textarea,Tags,No-class Tags,class Tags,Title,Cookies,secure,session,httponly,JSGlobalVar,Requests,Ad-blocked,Malicious,HTTPS,IPv6,Domains,Subdomains,IPs,Countries,Transfer,Size,URL,OutGoingLinks,session & httponly,sensitive
325d4e23-9dcb-4263-9fc7-49629adbf66a,1.0,OP,582.0,75.0,12.0,377.0,124.0,38.0,86.0,1.0,6.0,0.0,2289.0,746.0,1543.0,Kit Furadeira Parafusadeira GSR 120 LI com Chave de Impacto GDR 120 LI - Bosch - Furadeira a Bateria - Magazine Luiza,21.0,3.0,4.0,1.0,293.0,165.0,0.0,0.0,99.0,41.0,37.0,57.0,47.0,10.0,2918.0,6456.0,https://mag.clubecarrinhomag.com/produto/1594400683/kit-furadeira-parafusadeira-gsr-120-li-com-chave-de-impacto-gdr-120-li-bosch/p/hh182d4746/fs/fprr/&uid=2646763198,178.0,0.0,0.0
eb8d00a0-f897-4831-afe6-5f26ccfaf8bd,1.0,OP,9.0,1.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,26.0,13.0,13.0,One Drive,0.0,0.0,0.0,0.0,4.0,13.0,0.0,0.0,31.0,80.0,5.0,5.0,5.0,3.0,416.0,497.0,http://johnmwells.net/NewOMACH/FBG/,0.0,0.0,0.0
0de359e2-0b59-412c-9328-2473853dc856,1.0,OP,40.0,2.0,2.0,252.0,16.0,4.0,12.0,2.0,22.0,1.0,1368.0,85.0,1283.0,Netflix,1.0,0.0,1.0,0.0,13.0,19.0,0.0,0.0,68.0,83.0,5.0,6.0,7.0,4.0,906.0,2066.0,https://www.neftlix.us/corporate?rid=bTUl84i,8.0,0.0,1.0
25b745ac-3fef-4b8a-a918-404717693bac,1.0,OP,14.0,2.0,3.0,0.0,4.0,3.0,1.0,1.0,1.0,1.0,57.0,39.0,18.0,Sign In - PDF CLOUD,1.0,1.0,0.0,1.0,7.0,10.0,0.0,0.0,100.0,71.0,7.0,7.0,7.0,4.0,226.0,502.0,https://adobe.allcheck.xyz/check.html,0.0,0.0,0.0
3203e792-e689-49ee-9d7e-3e61b9cd752a,1.0,OP,41.0,1.0,5.0,57.0,41.0,23.0,18.0,1.0,23.0,0.0,249.0,175.0,74.0,"Alibaba Manufacturer Directory - Suppliers, Manufacturers, Exporters & Importers",6.0,1.0,0.0,0.0,77.0,60.0,0.0,0.0,100.0,0.0,7.0,16.0,14.0,4.0,1686.0,1773.0,https://hakyeggplant.com/wp-include/,48.0,0.0,1.0
43087289-32f7-44b5-8508-fea8007b714e,1.0,OP,42.0,1.0,4.0,58.0,41.0,23.0,18.0,1.0,23.0,0.0,252.0,176.0,76.0,"Alibaba Manufacturer Directory - Suppliers, Manufacturers, Exporters & Importers",0.0,0.0,0.0,0.0,77.0,54.0,0.0,0.0,100.0,0.0,6.0,14.0,14.0,4.0,1673.0,1743.0,https://hakyeggplant.com/wp-include/Alibaba_.html,48.0,0.0,1.0
febfbf5a-1b38-4eb2-a7e9-c020f70afb97,1.0,OP,17.0,0.0,1.0,9.0,6.0,4.0,2.0,1.0,3.0,0.0,77.0,36.0,41.0,Netflix,1.0,1.0,0.0,1.0,15.0,11.0,0.0,0.0,64.0,25.0,3.0,4.0,4.0,4.0,348.0,505.0,http://helponoticdservcis.org/usnet/37b7a7d598f16fa03dad71483/,0.0,0.0,1.0
bb08aebe-0972-4489-9982-d8164fbed6fb,1.0,OP,234.0,12.0,0.0,496.0,13.0,8.0,5.0,2.0,2.0,0.0,2273.0,564.0,1709.0,Jogo de Panelas Antiaderente Trevalla Gourmet com Panela de PressÃ£o Cereja,1.0,0.0,0.0,0.0,17.0,25.0,0.0,0.0,100.0,50.0,2.0,2.0,2.0,2.0,1363.0,1573.0,https://ofertaparavocecliente.com/MeusProdutos/Prefetch.php?skullid=104175040,363.0,0.0,0.0
1e5b8a8f-71c5-4791-b19d-8bafd4087cf4,1.0,OP,42.0,3.0,1.0,5.0,0.0,0.0,0.0,2.0,22.0,0.0,93.0,65.0,28.0,Sign in to your account,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,62.0,50.0,2.0,2.0,3.0,2.0,329.0,497.0,https://ambassadorsofamericanculture.com/wp-admin/maint/KN/0utl00k/new/,0.0,0.0,1.0
c4e20f47-6563-4fb7-b9ac-1d79fad87fba,1.0,OP,2.0,2.0,0.0,3.0,5.0,0.0,5.0,1.0,3.0,0.0,87.0,87.0,0.0,Email Settings | Verification,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,52.0,51.0,http://kuconline.com/sois/jpgraph/erroreng/erroreng/erroreng/ii.php?email=invest@tsmc.com,0.0,0.0,0.0
87aa8f5b-c286-47df-a052-f2cf91a9b2aa,1.0,OP,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,6.0,0.0,4.0,4.0,3.0,2.0,647.0,1884.0,http://photoline-test.kht.ru/sites/default/files/Ameli/PortailAS/appmanager/PortailAS/assure_somtc=true/0a5c15eab232250903fe8cf835f79db0/,0.0,0.0,
