UUID,label,source,Requests,Ad-blocked,Malicious,HTTPS,IPv6,Domains,Subdomains,IPs,Countries,Transfer,Size,Cookies,URL,OutGoingLinks,JSGlobalVar,secure,session,httponly,session & httponly,div,img,iframe,a,script,external_script,internal_script,form,input,textarea,Tags,No-class Tags,class Tags,Title,sensitive
67a7c5aa-3fa0-4efd-8caf-6fd6fdcb6fcf,1.0,OP,10.0,0.0,0.0,100.0,80.0,5.0,5.0,5.0,3.0,330.0,610.0,1.0,http://www.westleyvillages.buzz/Proposaldocuments/Documentsreview/microsoft.php,1.0,5.0,1.0,0.0,1.0,0.0,18.0,0.0,0.0,5.0,4.0,3.0,1.0,1.0,4.0,0.0,66.0,38.0,28.0,Sign in to your Microsoft account,1.0
044f3402-7b26-4a30-a24a-5928a9fe5c4f,1.0,OP,10.0,0.0,0.0,100.0,80.0,5.0,5.0,5.0,3.0,330.0,610.0,1.0,http://www.karldrive.buzz/Proposaldocuments/Reviewproject/microsoft.php,1.0,5.0,1.0,0.0,1.0,0.0,18.0,0.0,0.0,5.0,4.0,3.0,1.0,1.0,4.0,0.0,66.0,38.0,28.0,Sign in to your Microsoft account,1.0
01a3aacd-ff0a-4de6-b795-1b5114647a50,1.0,OP,13.0,0.0,0.0,100.0,67.0,3.0,3.0,3.0,2.0,243.0,241.0,0.0,http://www.venue-hire.net.au/secure/ok/,0.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,26.0,7.0,19.0,One Drive Cloud Document Sharing,0.0
53bf7b14-7459-48be-9fd5-99dbac83ab33,1.0,OP,4.0,0.0,0.0,100.0,0.0,1.0,1.0,1.0,1.0,52.0,59.0,0.0,https://monirshouvo.github.io/fb_responsive/,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,0.0,47.0,0.0,0.0,0.0,2.0,11.0,0.0,202.0,183.0,19.0,Facebook - log in or sign up,1.0
3dda9ba0-3c52-435c-9248-3afc6010d0f0,1.0,OP,14.0,0.0,0.0,100.0,80.0,10.0,10.0,8.0,3.0,156.0,382.0,5.0,https://log-authorization.000webhostapp.com/paypal.com/cgi-bin/issues/resolution/websc_login/?country.x=US,3.0,13.0,0.0,0.0,0.0,0.0,21.0,5.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,54.0,16.0,38.0,Website is no longer available | 000webhost,0.0
1fc6f39c-606f-49d8-bf23-892ad54a32dc,1.0,OP,24.0,0.0,0.0,96.0,50.0,3.0,3.0,3.0,2.0,715.0,880.0,1.0,https://zap570521-1.plesk13.zap-webspace.com/rabobank.nl-omgevingskeuze-debitcardlogon.do/,1.0,87.0,0.0,1.0,0.0,0.0,19.0,3.0,0.0,13.0,16.0,5.0,11.0,4.0,23.0,0.0,138.0,89.0,49.0,Rabo Internetbankieren - Rabobank,1.0
3b50ed87-93d3-41ab-afa4-87fa3db3f9d0,1.0,OP,19.0,0.0,0.0,100.0,0.0,5.0,6.0,4.0,3.0,317.0,922.0,3.0,http://45.66.156.178/ap/signin?key=a@b.c&openid.assoc_handle=jpflex&openid.claimed_id=http://specs.openid.net/auth/2.0/identifier_select&openid.identity=http://specs.openid.net/auth/2.0/identifier_select&openid.mode=checkid_setup&openid.ns=http://specs.openid.net/auth/2.0&openid.pape.max_auth_age=0&openid.return_to=https://www.amazon.co.jp/?ref_%3Dnav_em_hd_re_signin&ref_=nav_em_hd_clc_signin,0.0,66.0,2.0,0.0,0.0,0.0,36.0,2.0,0.0,11.0,20.0,7.0,13.0,2.0,12.0,0.0,112.0,47.0,65.0,Amazonãƒ­ã‚°ã‚¤ãƒ³,1.0
527e4a18-8812-46d6-8fb7-261a9bad69ca,1.0,OP,9.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,130.0,444.0,1.0,http://amazon.co.jp.aboutamazoncojpvyrwvwsidicdivwwork5ef75c2fg52hg15g4jhknmsa12dfg.directory/pc/,10.0,8.0,0.0,1.0,0.0,0.0,36.0,1.0,0.0,11.0,8.0,3.0,5.0,2.0,11.0,0.0,102.0,39.0,63.0,Amazonã‚µã‚¤ãƒ³ã‚¤ãƒ³,1.0
3f3dd58e-5b5c-40f1-866f-196fc33ba379,1.0,OP,16.0,0.0,0.0,100.0,0.0,5.0,6.0,4.0,2.0,317.0,924.0,3.0,http://144.172.64.50/ap/signin?key=a@b.c&openid.assoc_handle=jpflex&openid.claimed_id=http://specs.openid.net/auth/2.0/identifier_select&openid.identity=http://specs.openid.net/auth/2.0/identifier_select&openid.mode=checkid_setup&openid.ns=http://specs.openid.net/auth/2.0&openid.pape.max_auth_age=0&openid.return_to=https://www.amazon.co.jp/?ref_%3Dnav_em_hd_re_signin&ref_=nav_em_hd_clc_signin,0.0,65.0,2.0,0.0,0.0,0.0,36.0,2.0,0.0,11.0,19.0,6.0,13.0,2.0,12.0,0.0,111.0,46.0,65.0,Amazonãƒ­ã‚°ã‚¤ãƒ³,1.0
bb23ce34-7349-4be0-8581-429ddd0fe8c5,1.0,OP,8.0,0.0,0.0,100.0,100.0,1.0,1.0,1.0,1.0,62.0,107.0,0.0,https://melhor-presente-diadospais.com/produto/tudo-de-promocao-e-aqui/tFi0zjod-KdzOEcLUOcD1zr1-RELgXM9gYvy0qy5aUj082xDtS/39,1.0,5.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,2.0,0.0,51.0,34.0,17.0,Suspected phishing site | Cloudflare,0.0
