UUID,label,source,div,img,iframe,a,script,external_script,internal_script,form,input,textarea,Tags,No-class Tags,class Tags,Title,Cookies,secure,session,httponly,JSGlobalVar,Requests,Ad-blocked,Malicious,HTTPS,IPv6,Domains,Subdomains,IPs,Countries,Transfer,Size,URL,OutGoingLinks,sensitive,session & httponly,folder,sensitive_label,span,button,sensitive_case1,sensitive_case2,sensitive_case3,sensitive_case4,hash_value
4022a952-0ea1-4295-8533-e5abe5c2f538,1.0,PT,224.0,3.0,1.0,1.0,11.0,5.0,6.0,0.0,2.0,0.0,298.0,51.0,247.0,Home,3.0,1.0,1.0,1.0,41.0,16.0,0.0,0.0,100.0,57.0,6.0,7.0,8.0,3.0,689.0,2534.0,http://templat65sldh.myfreesites.net/,0.0,0.0,0.0,20200702_3,1.0,16.0,0.0,0.0,0.0,0.0,1.0,833cc9d86611ff14bad8e63bb19eadb1ce5cf479
a2b901cf-2287-4968-9d3f-c1b2061c0911,1.0,PT,158.0,2.0,1.0,0.0,11.0,5.0,6.0,0.0,2.0,0.0,223.0,51.0,172.0,HOME,3.0,1.0,1.0,1.0,41.0,15.0,0.0,0.0,100.0,57.0,6.0,7.0,8.0,3.0,658.0,2458.0,http://versionprowebss.myfreesites.net/,0.0,0.0,0.0,20200702_3,1.0,10.0,0.0,0.0,0.0,0.0,1.0,15b0bbd04068ce8b6d9e6b1cfce6fa64fbc76811
ee90b140-7c60-4d36-ace7-0603664e6a55,1.0,PT,283.0,2.0,1.0,0.0,11.0,5.0,6.0,0.0,2.0,0.0,350.0,51.0,299.0,Black Wolf,3.0,1.0,1.0,1.0,41.0,15.0,0.0,0.0,100.0,57.0,6.0,7.0,8.0,3.0,761.0,2596.0,http://worldativelion.my-free.website,0.0,0.0,0.0,20200702_3,1.0,11.0,0.0,0.0,0.0,0.0,1.0,7f9e52f963dfd28804fdc85198eabafffd65bd81
6dfb9acd-b9ab-4cbc-8062-94a8f627f0a7,1.0,PT,283.0,2.0,1.0,0.0,11.0,5.0,6.0,0.0,2.0,0.0,350.0,51.0,299.0,Black Wolf,0.0,0.0,0.0,0.0,41.0,15.0,0.0,0.0,100.0,57.0,6.0,7.0,8.0,3.0,759.0,2593.0,http://worldativelion.my-free.website/,0.0,0.0,0.0,20200702_3,1.0,11.0,0.0,0.0,0.0,0.0,1.0,6ad43220a9526cb5e01cda638d33606e7cfd04de
a1c8d152-8248-4bd3-b800-bf2968b9ed8d,1.0,PT,211.0,1.0,1.0,0.0,11.0,5.0,6.0,0.0,4.0,0.0,283.0,50.0,233.0,HOME,3.0,1.0,1.0,1.0,41.0,15.0,0.0,0.0,100.0,57.0,6.0,7.0,8.0,3.0,696.0,2498.0,http://unam.myfreesites.net/,0.0,0.0,0.0,20200702_3,1.0,17.0,0.0,0.0,0.0,0.0,1.0,8c266052416003e5a5832f155041b5343c018d91
b99b827b-2fac-4f58-a28d-bed78dc7d259,1.0,PT,159.0,2.0,1.0,0.0,11.0,5.0,6.0,0.0,2.0,0.0,225.0,53.0,172.0,HOME,3.0,1.0,1.0,1.0,41.0,14.0,0.0,0.0,100.0,57.0,6.0,7.0,8.0,3.0,608.0,2407.0,http://starttsboxfile.myfreesites.net/,0.0,0.0,0.0,20200702_3,1.0,11.0,0.0,0.0,0.0,0.0,1.0,eb9cdf745ca9c9f1f493ea083b134dfd47aee135
a67c9d37-314d-447f-b377-d3a542112205,1.0,PT,168.0,1.0,1.0,0.0,11.0,5.0,6.0,0.0,3.0,0.0,233.0,49.0,184.0,Home,3.0,1.0,1.0,1.0,41.0,15.0,0.0,0.0,100.0,57.0,6.0,7.0,8.0,3.0,967.0,2763.0,http://prf-gov-br.myfreesites.net,0.0,0.0,0.0,20200702_3,1.0,12.0,0.0,0.0,0.0,0.0,1.0,56a1517b6e9ec1338f3e196adac259da7a4aed99
3fbf4a7e-d306-4086-b319-8c533ca6c1d6,1.0,PT,238.0,2.0,1.0,1.0,11.0,5.0,6.0,0.0,2.0,0.0,316.0,57.0,259.0,sms,3.0,1.0,1.0,1.0,41.0,16.0,0.0,0.0,100.0,57.0,6.0,7.0,8.0,3.0,741.0,2593.0,http://repl-mess.myfreesites.net/,0.0,0.0,0.0,20200702_3,1.0,17.0,0.0,0.0,0.0,0.0,1.0,894bcbccd110c7fbd364ee23d997105c2feeea30
d9ea9231-2b53-4bef-b15f-c5cc33ee6814,1.0,PT,155.0,1.0,1.0,0.0,11.0,5.0,6.0,0.0,2.0,0.0,216.0,48.0,168.0,Home,3.0,1.0,1.0,1.0,41.0,13.0,0.0,0.0,100.0,57.0,6.0,7.0,8.0,3.0,609.0,2410.0,http://web-ca-admini.my-free.website/,0.0,0.0,0.0,20200702_3,1.0,9.0,0.0,0.0,0.0,0.0,1.0,2e81feac2f36e90bfe036833120274e8382e12d0
4148cea3-4646-4f6e-85b5-4ea70b0577bd,1.0,PT,159.0,1.0,1.0,0.0,11.0,5.0,6.0,0.0,2.0,0.0,224.0,52.0,172.0,HOME,3.0,1.0,1.0,1.0,41.0,14.0,0.0,0.0,100.0,63.0,6.0,7.0,8.0,3.0,619.0,2420.0,http://swisscom.myfreesites.net/,0.0,0.0,0.0,20200702_3,1.0,12.0,0.0,0.0,0.0,0.0,1.0,e8b169d1ecd4d34b09eb224d70d1cffdf1f68892
30513b1d-88dd-481d-bff4-b0cf4107350f,1.0,PT,184.0,2.0,1.0,0.0,11.0,5.0,6.0,0.0,2.0,0.0,249.0,52.0,197.0,HOME,3.0,1.0,1.0,1.0,41.0,16.0,0.0,0.0,100.0,57.0,6.0,7.0,8.0,3.0,642.0,2453.0,http://sertyxese.myfreesites.net/,0.0,0.0,0.0,20200702_3,1.0,10.0,0.0,0.0,0.0,0.0,1.0,6281e1898bff96646668afaf291e6368365f5c9c
fb0cc423-fb61-4369-891e-a729f76860b1,1.0,PT,224.0,2.0,1.0,0.0,11.0,5.0,6.0,0.0,3.0,1.0,297.0,46.0,251.0,Home,3.0,1.0,1.0,1.0,41.0,15.0,0.0,0.0,100.0,57.0,6.0,7.0,8.0,3.0,629.0,2465.0,http://updatemail.my-free.website/,0.0,0.0,0.0,20200702_3,1.0,17.0,0.0,0.0,0.0,0.0,1.0,90a6c5e33010c56f3a9335252ae82adb21ac4dec
b233c931-f639-4bea-9fe5-8988fc1c5a19,1.0,PT,656.0,3.0,1.0,12.0,11.0,5.0,6.0,0.0,3.0,0.0,784.0,72.0,712.0,Home,2.0,1.0,0.0,1.0,41.0,19.0,0.0,0.0,100.0,50.0,6.0,8.0,9.0,3.0,1361.0,3357.0,http://customerservicesupport.my-free.website/,3.0,0.0,0.0,20200702_3,1.0,43.0,0.0,0.0,0.0,0.0,1.0,faf096e65728f99201670ce71ac4e251f4a83513
d6af4ba9-c24d-46a2-b5fc-95cf9d710821,1.0,PT,242.0,0.0,1.0,0.0,11.0,5.0,6.0,0.0,6.0,0.0,317.0,46.0,271.0,Home,3.0,1.0,1.0,1.0,41.0,13.0,0.0,0.0,100.0,63.0,6.0,7.0,8.0,3.0,623.0,2409.0,http://opteckm.my-free.website/,0.0,0.0,0.0,20200702_3,1.0,22.0,0.0,0.0,0.0,0.0,1.0,b08d9e6c4649dc69f84462dc76f5e1c66432d918
8d93a04a-4f94-4824-a076-7918063641cd,1.0,PT,214.0,0.0,1.0,0.0,11.0,5.0,6.0,0.0,5.0,0.0,284.0,46.0,238.0,Home,3.0,1.0,1.0,1.0,41.0,12.0,0.0,0.0,100.0,57.0,6.0,7.0,8.0,3.0,593.0,2389.0,http://web-adminportal.my-free.website/,0.0,0.0,0.0,20200702_3,1.0,18.0,0.0,0.0,0.0,0.0,1.0,0bc37bf9cd9a5471d6eccae9e986af7fca064788
29d41577-c629-43a4-b8d6-7ad6cc22554a,1.0,PT,2.0,6.0,6.0,1.0,10.0,3.0,7.0,1.0,8.0,2.0,91.0,80.0,11.0, Central Authentication Service,7.0,0.0,1.0,3.0,9.0,10.0,0.0,0.0,40.0,50.0,6.0,9.0,5.0,2.0,18.0,43.0,http://mytheamsauthecent.wapgem.com/index/,1.0,0.0,0.0,20200702_3,1.0,3.0,0.0,0.0,1.0,0.0,0.0,7848afc651f15d3ad7b0dc4c4749c05327fa689b
d585d2ee-931b-450b-b44d-9440fad57d2f,1.0,PT,233.0,0.0,1.0,0.0,11.0,5.0,6.0,0.0,5.0,0.0,305.0,47.0,258.0,HOME,3.0,1.0,1.0,1.0,41.0,14.0,0.0,0.0,100.0,57.0,6.0,7.0,8.0,3.0,761.0,2560.0,http://serviceunit3.myfreesites.net,0.0,0.0,0.0,20200702_3,1.0,18.0,0.0,0.0,0.0,0.0,1.0,fbab662767eeda43cabef58b6b3770db52fb5af0
38fe77e0-dd99-4c5c-a728-8b62b7c176fa,1.0,PT,233.0,0.0,1.0,0.0,11.0,5.0,6.0,0.0,5.0,0.0,310.0,51.0,259.0,HOME,3.0,1.0,1.0,1.0,41.0,13.0,0.0,0.0,100.0,57.0,6.0,7.0,8.0,3.0,721.0,2522.0,http://owaupgradeservice3.myfreesites.net/,0.0,0.0,0.0,20200702_3,1.0,21.0,0.0,0.0,0.0,0.0,1.0,cd891157772dcfbb28223e989b398c87a41e2756
085a40a5-ca68-4230-85b1-74fb0f9d1820,1.0,PT,361.0,1.0,6.0,0.0,13.0,7.0,6.0,0.0,8.0,2.0,457.0,63.0,394.0,Grossmont-Cuyamaca Community College District,0.0,0.0,0.0,0.0,50.0,19.0,0.0,0.0,100.0,67.0,8.0,9.0,10.0,3.0,757.0,2791.0,http://mailgcccdeduowa.my-free.website/,0.0,0.0,0.0,20200702_3,1.0,29.0,0.0,0.0,0.0,0.0,1.0,4ee1fabcd57d8793a0ad2957295c8b561f1d1dc8
c4977c47-991e-4db8-8de2-cac11bc6f0c6,1.0,PT,190.0,1.0,1.0,0.0,11.0,5.0,6.0,0.0,3.0,0.0,258.0,51.0,207.0,Universitatea Politehnica din Bucuresti,3.0,1.0,1.0,1.0,41.0,13.0,0.0,0.0,100.0,57.0,6.0,7.0,8.0,3.0,631.0,2435.0,http://httpsmailupbro.my-free.website,0.0,0.0,0.0,20200702_3,1.0,12.0,0.0,0.0,0.0,0.0,1.0,8fb51e07a8b716fc2c33e0842719c666ca79e6fd
763caf71-bc1f-4e8e-b7d1-955afabc8a77,1.0,PT,233.0,0.0,1.0,0.0,11.0,5.0,6.0,0.0,5.0,0.0,305.0,47.0,258.0,HOME,3.0,1.0,1.0,1.0,41.0,14.0,0.0,0.0,100.0,57.0,6.0,7.0,8.0,3.0,761.0,2560.0,http://serviceunit3.myfreesites.net/,0.0,0.0,0.0,20200702_3,1.0,18.0,0.0,0.0,0.0,0.0,1.0,7070ad4f2b27865852857b71b5c7aab94fccddd6
ad4f63cc-3587-4060-9402-1548d05435d7,1.0,PT,206.0,0.0,1.0,0.0,11.0,5.0,6.0,0.0,4.0,0.0,283.0,57.0,226.0,HOME,3.0,1.0,1.0,1.0,41.0,13.0,0.0,0.0,100.0,57.0,6.0,7.0,8.0,3.0,741.0,2542.0,http://webmailadmin0.myfreesites.net/,0.0,0.0,0.0,20200702_3,1.0,20.0,0.0,0.0,0.0,0.0,1.0,c5171d09fe6c4e2a46a336faa76509a91b28fb1d
bf6e07b3-2b2a-4479-98bb-ccbb846bdb04,1.0,OP,34.0,3.0,1.0,71.0,5.0,3.0,2.0,0.0,0.0,0.0,170.0,126.0,44.0,"Alibaba Manufacturer Directory - Suppliers, Manufacturers, Exporters &amp; Importers ",1.0,0.0,0.0,0.0,19.0,30.0,0.0,0.0,37.0,0.0,5.0,8.0,7.0,2.0,1530.0,2443.0,http://intercambios.org.ar/sitioanterior/MADE/Login.htm,48.0,0.0,0.0,20200710,1.0,4.0,0.0,0.0,0.0,0.0,0.0,c69496b9b48a5cbeb665674aef1ecb2ab2135552
830c73ef-27cd-42b7-9b94-88b8a8ef178d,1.0,OP,27.0,2.0,1.0,28.0,3.0,3.0,0.0,0.0,0.0,0.0,106.0,74.0,32.0,"Alibaba Manufacturer Directory - Suppliers, Manufacturers, Exporters &amp; Importers ",1.0,0.0,0.0,0.0,19.0,27.0,0.0,0.0,41.0,0.0,5.0,8.0,7.0,3.0,828.0,1737.0,http://tips10life.com/wp-includes/js/grc/newarrivalalibaba/Login.htm,5.0,0.0,0.0,20200710,1.0,4.0,0.0,0.0,0.0,0.0,0.0,4c0f8bc5375eb5cbc94ee8359b3d0854f9d5bb1b
